planning_unit_name,LTWPShortName,env_obj,Objective,Target,state,SWSDLName
Ottleys Creek Water Source,NSW Border Rivers,NV4d,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, River red gum woodland",Native Vegetation,NSW,NSW Border Rivers
Ottleys Creek Water Source,NSW Border Rivers,NV4d,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, Lignum shrublands",Native Vegetation,NSW,NSW Border Rivers
Ottleys Creek Water Source,NSW Border Rivers,NV4d,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, Coolibah woodland",Native Vegetation,NSW,NSW Border Rivers
Macintyre River and Boomi River floodplain,NSW Border Rivers,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,NSW Border Rivers
Macintyre River and Boomi River floodplain,NSW Border Rivers,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,NSW Border Rivers
Macintyre River and Boomi River floodplain,NSW Border Rivers,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,NSW Border Rivers
Macintyre River and Boomi River floodplain,NSW Border Rivers,NV4d,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, River red gum forests",Native Vegetation,NSW,NSW Border Rivers
Macintyre River and Boomi River floodplain,NSW Border Rivers,NV4d,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, River red gum woodland",Native Vegetation,NSW,NSW Border Rivers
Macintyre River and Boomi River floodplain,NSW Border Rivers,NV4d,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains- Black box woodland,Native Vegetation,NSW,NSW Border Rivers
Macintyre River and Boomi River floodplain,NSW Border Rivers,NV4d,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, Lignum shrublands",Native Vegetation,NSW,NSW Border Rivers
Macintyre River and Boomi River floodplain,NSW Border Rivers,NV4d,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, Coolibah woodland",Native Vegetation,NSW,NSW Border Rivers
Narran River,Intersecting_Streams,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Intersecting Streams
Narran River,Intersecting_Streams,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Intersecting Streams
Narran River,Intersecting_Streams,NV4d,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,Native Vegetation,NSW,Intersecting Streams
Narran River,Intersecting_Streams,NV4d,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains (Coolibah woodland),Native Vegetation,NSW,Intersecting Streams
Narran Lakes,Intersecting_Streams,NV4d,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,Native Vegetation,NSW,Intersecting Streams
Narran Lakes,Intersecting_Streams,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Intersecting Streams
Narran Lakes,Intersecting_Streams,NV4d,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains (Coolibah woodland),Native Vegetation,NSW,Intersecting Streams
Narran Lakes,Intersecting_Streams,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Intersecting Streams
Narran Lakes,Intersecting_Streams,NV4b,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains (River red gum woodlands),Native Vegetation,NSW,Intersecting Streams
Narran Lakes,Intersecting_Streams,NV4d,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains (Lignum shrubland),Native Vegetation,NSW,Intersecting Streams
Warrego River,Intersecting_Streams,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Intersecting Streams
Warrego River,Intersecting_Streams,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Intersecting Streams
Warrego River,Intersecting_Streams,NV4d,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,Native Vegetation,NSW,Intersecting Streams
Warrego River,Intersecting_Streams,NV4d,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains (Coolibah woodland),Native Vegetation,NSW,Intersecting Streams
Warrego River,Intersecting_Streams,NV4b,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains (River red gum woodlands),Native Vegetation,NSW,Intersecting Streams
Warrego River,Intersecting_Streams,NV4d,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains (Lignum shrubland),Native Vegetation,NSW,Intersecting Streams
Toorale,Intersecting_Streams,NV4d,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,Native Vegetation,NSW,Intersecting Streams
Toorale,Intersecting_Streams,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Intersecting Streams
Toorale,Intersecting_Streams,NV4d,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains (Coolibah woodland),Native Vegetation,NSW,Intersecting Streams
Toorale,Intersecting_Streams,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Intersecting Streams
Toorale,Intersecting_Streams,NV4b,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains (River red gum woodlands),Native Vegetation,NSW,Intersecting Streams
Toorale,Intersecting_Streams,NV4d,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains (Lignum shrubland),Native Vegetation,NSW,Intersecting Streams
Keepit to Boggabri,Namoi,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Namoi
Keepit to Boggabri,Namoi,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Namoi
Keepit to Boggabri,Namoi,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Namoi
Keepit to Boggabri,Namoi,NV4d,"Maintain or increase the extent & maintain or improve the condition of native forest, woodland & shrubland communities on floodplains",Native Vegetation,NSW,Namoi
Boggabri to Wee Waa,Namoi,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Namoi
Boggabri to Wee Waa,Namoi,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Namoi
Boggabri to Wee Waa,Namoi,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Namoi
Boggabri to Wee Waa,Namoi,NV4d,"Maintain or increase the extent & maintain or improve the condition of native forest, woodland & shrubland communities on floodplains",Native Vegetation,NSW,Namoi
Wee Waa to Barwon River,Namoi,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Namoi
Wee Waa to Barwon River,Namoi,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Namoi
Wee Waa to Barwon River,Namoi,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Namoi
Wee Waa to Barwon River,Namoi,NV4d,"Maintain or increase the extent & maintain or improve the condition of native forest, woodland & shrubland communities on floodplains",Native Vegetation,NSW,Namoi
Pian Creek Water Source,Namoi,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Namoi
Pian Creek Water Source,Namoi,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Namoi
Pian Creek Water Source,Namoi,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Namoi
Pian Creek Water Source,Namoi,NV4d,"Maintain or increase the extent & maintain or improve the condition of native forest, woodland & shrubland communities on floodplains",Native Vegetation,NSW,Namoi
Keepit Water Source,Namoi,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Namoi
Keepit Water Source,Namoi,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Namoi
Keepit Water Source,Namoi,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Namoi
Keepit Water Source,Namoi,NV4d,"Maintain or increase the extent & maintain or improve the condition of native forest, woodland & shrubland communities on floodplains",Native Vegetation,NSW,Namoi
Peel Regulated River,Namoi,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Namoi
Peel Regulated River,Namoi,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Namoi
Peel Regulated River,Namoi,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Namoi
Peel Regulated River,Namoi,NV4d,"Maintain or increase the extent & maintain or improve the condition of native forest, woodland & shrubland communities on floodplains",Native Vegetation,NSW,Namoi
Cockburn River Water Source,Namoi,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Namoi
Cockburn River Water Source,Namoi,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Namoi
Cockburn River Water Source,Namoi,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Namoi
Cockburn River Water Source,Namoi,NV4d,"Maintain or increase the extent & maintain or improve the condition of native forest, woodland & shrubland communities on floodplains",Native Vegetation,NSW,Namoi
Mid Macdonald River Water Source,Namoi,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Namoi
Mid Macdonald River Water Source,Namoi,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Namoi
Mid Macdonald River Water Source,Namoi,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Namoi
Mid Macdonald River Water Source,Namoi,NV4d,"Maintain or increase the extent & maintain or improve the condition of native forest, woodland & shrubland communities on floodplains",Native Vegetation,NSW,Namoi
Upper Namoi Water Source,Namoi,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Namoi
Upper Namoi Water Source,Namoi,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Namoi
Upper Namoi Water Source,Namoi,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Namoi
Upper Namoi Water Source,Namoi,NV4d,"Maintain or increase the extent & maintain or improve the condition of native forest, woodland & shrubland communities on floodplains",Native Vegetation,NSW,Namoi
Mooki River Water Source,Namoi,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Namoi
Mooki River Water Source,Namoi,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Namoi
Mooki River Water Source,Namoi,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Namoi
Mooki River Water Source,Namoi,NV4d,"Maintain or increase the extent & maintain or improve the condition of native forest, woodland & shrubland communities on floodplains",Native Vegetation,NSW,Namoi
Coxs Creek Water Source,Namoi,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Namoi
Coxs Creek Water Source,Namoi,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Namoi
Coxs Creek Water Source,Namoi,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Namoi
Coxs Creek Water Source,Namoi,NV4d,"Maintain or increase the extent & maintain or improve the condition of native forest, woodland & shrubland communities on floodplains",Native Vegetation,NSW,Namoi
Carole Creek,Gwydir,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Gwydir
Lower Gwydir,Gwydir,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Gwydir
Gil Gil Creek,Gwydir,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Gwydir
Eastern Macquarie Marshes,Macquarie-Castlereagh,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Macquarie-Castlereagh
Eastern Macquarie Marshes,Macquarie-Castlereagh,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Macquarie-Castlereagh
Murrumbidgee River_Tumut River Junction to Berembed Weir,Murrumbidgee,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Murrumbidgee
Murrumbidgee River_Tumut River Junction to Berembed Weir,Murrumbidgee,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Murrumbidgee
Murrumbidgee River_Berembed Weir to Gogeldrie Weir,Murrumbidgee,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Murrumbidgee
Murrumbidgee River_Berembed Weir to Gogeldrie Weir,Murrumbidgee,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Murrumbidgee
Tumut River below Blowering Dam,Murrumbidgee,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Murrumbidgee
Tumut River below Blowering Dam,Murrumbidgee,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Murrumbidgee
Upper Yanco Creek,Murrumbidgee,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Murrumbidgee
Upper Yanco Creek,Murrumbidgee,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Murrumbidgee
Murrumbidgee River_Burrinjuck to Tumut Junction,Murrumbidgee,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Murrumbidgee
Murrumbidgee River_Burrinjuck to Tumut Junction,Murrumbidgee,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Murrumbidgee
Colombo and Billabong Creeks to Lower Billabong Creek,Murrumbidgee,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Murrumbidgee
Colombo and Billabong Creeks to Lower Billabong Creek,Murrumbidgee,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Murrumbidgee
Lower Yanco Creek to Lower Billabong Creek,Murrumbidgee,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Murrumbidgee
Lower Yanco Creek to Lower Billabong Creek,Murrumbidgee,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Murrumbidgee
Murrumbidgee River_Gogeldrie Weir to Maude Weir,Murrumbidgee,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Murrumbidgee
Murrumbidgee River_Gogeldrie Weir to Maude Weir,Murrumbidgee,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Murrumbidgee
Upper Murrumbidgee River_Tantangara to Burrinjuck,Murrumbidgee,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Murrumbidgee
Upper Murrumbidgee River_Tantangara to Burrinjuck,Murrumbidgee,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Murrumbidgee
Lower Murrumbidgee Floodplain,Murrumbidgee,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Murrumbidgee
Lower Murrumbidgee Floodplain,Murrumbidgee,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Murrumbidgee
Beavers and Old Mans Creek,Murrumbidgee,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Murrumbidgee
Beavers and Old Mans Creek,Murrumbidgee,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Murrumbidgee
Murrumbidgee River_Balranald to Murray,Murrumbidgee,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Murrumbidgee
Murrumbidgee River_Balranald to Murray,Murrumbidgee,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Murrumbidgee
Lower Billabong intersecting streams,Murrumbidgee,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Murrumbidgee
Lower Billabong intersecting streams,Murrumbidgee,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Murrumbidgee
Lower Darling River - Weir 32 to downstream Burtundy,Murray Lower Darling,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Lower Darling
Lower Darling River - Weir 32 to downstream Burtundy,Murray Lower Darling,NV4e,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,Native Vegetation,NSW,Lower Darling
Lower Darling River - Weir 32 to downstream Burtundy,Murray Lower Darling,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Lower Darling
Lake Wetherall,Murray Lower Darling,NV4e,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,Native Vegetation,NSW,Lower Darling
Menindee Lakes,Murray Lower Darling,NV4e,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,Native Vegetation,NSW,Lower Darling
Central Gingham,Gwydir,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Gwydir
Central Lower Gwydir,Gwydir,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Gwydir
Lower Gingham,Gwydir,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Gwydir
Mallowa Creek,Gwydir,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Gwydir
Upper Gingham,Gwydir,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Gwydir
Mungindi to Boomi River Confluence,Barwon-Darling,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Barwon-Darling Watercourse
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Barwon-Darling Watercourse
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Barwon-Darling Watercourse
Collarenebri to Upstream Walgett Weir,Barwon-Darling,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Barwon-Darling Watercourse
Walgett Weir Pool,Barwon-Darling,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Barwon-Darling Watercourse
Downstream Walgett to Boorooma,Barwon-Darling,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Barwon-Darling Watercourse
Boorooma to Brewarrina,Barwon-Darling,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Barwon-Darling Watercourse
Brewarrina to Culgoa River Junction,Barwon-Darling,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Barwon-Darling Watercourse
Culgoa River Junction to Bourke,Barwon-Darling,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Barwon-Darling Watercourse
Bourke to Louth,Barwon-Darling,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Barwon-Darling Watercourse
Louth to Tilpa,Barwon-Darling,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Barwon-Darling Watercourse
Tilpa to Wilcannia,Barwon-Darling,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Barwon-Darling Watercourse
Wilcannia to Upstream Lake Wetherell,Barwon-Darling,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Barwon-Darling Watercourse
Ottleys Creek Water Source,NSW Border Rivers,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,NSW Border Rivers
Ottleys Creek Water Source,NSW Border Rivers,NV4e,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, River red gum forests",Native Vegetation,NSW,NSW Border Rivers
Ottleys Creek Water Source,NSW Border Rivers,NV4e,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, River red gum woodland",Native Vegetation,NSW,NSW Border Rivers
Ottleys Creek Water Source,NSW Border Rivers,NV4e,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, Lignum shrublands",Native Vegetation,NSW,NSW Border Rivers
Ottleys Creek Water Source,NSW Border Rivers,NV4e,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, Coolibah woodland",Native Vegetation,NSW,NSW Border Rivers
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,NSW Border Rivers
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,NSW Border Rivers
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,NSW Border Rivers
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,NV4e,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, River red gum forests",Native Vegetation,NSW,NSW Border Rivers
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,NV4e,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, River red gum woodland",Native Vegetation,NSW,NSW Border Rivers
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,NV4e,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, Lignum shrublands",Native Vegetation,NSW,NSW Border Rivers
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,NV4e,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, Coolibah woodland",Native Vegetation,NSW,NSW Border Rivers
Whalan Creek and Croppa Creek subcatchment,NSW Border Rivers,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,NSW Border Rivers
Whalan Creek and Croppa Creek subcatchment,NSW Border Rivers,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,NSW Border Rivers
Whalan Creek and Croppa Creek subcatchment,NSW Border Rivers,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,NSW Border Rivers
Whalan Creek and Croppa Creek subcatchment,NSW Border Rivers,NV4e,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, River red gum forests",Native Vegetation,NSW,NSW Border Rivers
Whalan Creek and Croppa Creek subcatchment,NSW Border Rivers,NV4e,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, River red gum woodland",Native Vegetation,NSW,NSW Border Rivers
Whalan Creek and Croppa Creek subcatchment,NSW Border Rivers,NV4e,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, Lignum shrublands",Native Vegetation,NSW,NSW Border Rivers
Macintyre River and Boomi River floodplain,NSW Border Rivers,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,NSW Border Rivers
Macintyre River and Boomi River floodplain,NSW Border Rivers,NV4e,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, River red gum forests",Native Vegetation,NSW,NSW Border Rivers
Macintyre River and Boomi River floodplain,NSW Border Rivers,NV4e,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, River red gum woodland",Native Vegetation,NSW,NSW Border Rivers
Macintyre River and Boomi River floodplain,NSW Border Rivers,NV4e,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains- Black box woodland,Native Vegetation,NSW,NSW Border Rivers
Macintyre River and Boomi River floodplain,NSW Border Rivers,NV4e,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, Lignum shrublands",Native Vegetation,NSW,NSW Border Rivers
Macintyre River and Boomi River floodplain,NSW Border Rivers,NV4e,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, Coolibah woodland",Native Vegetation,NSW,NSW Border Rivers
Moonie River,Intersecting_Streams,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Intersecting Streams
Moonie River,Intersecting_Streams,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Intersecting Streams
Moonie River,Intersecting_Streams,NV4e,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,Native Vegetation,NSW,Intersecting Streams
Moonie River,Intersecting_Streams,NV4b,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains (River red gum woodlands),Native Vegetation,NSW,Intersecting Streams
Moonie River,Intersecting_Streams,NV4e,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains (Lignum shrubland),Native Vegetation,NSW,Intersecting Streams
Culgoa River,Intersecting_Streams,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Intersecting Streams
Culgoa River,Intersecting_Streams,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Intersecting Streams
