LTWPShortName,EcoObj,Objective,Target,State
Murrumbidgee,EF3a,Provide movement and dispersal opportunities for water-dependent biota to complete lifecycles and disperse into new habitats lifecycles (within catchments),Ecosystem Functions,NSW
Murrumbidgee,EF3b,Provide movement and dispersal opportunities for water-dependent biota to complete lifecycles and disperse into new habitats lifecycles (between catchments),Ecosystem Functions,NSW
Murrumbidgee,EF4,Support instream and floodplain productivity,Ecosystem Functions,NSW
Murrumbidgee,EF5,"Support nutrient, carbon and sediment transport along channels, and between channels and floodplains/wetlands",Ecosystem Functions,NSW
Murrumbidgee,EF6,Support groundwater conditions to sustain groundwater-dependent biota,Ecosystem Functions,NSW
Murrumbidgee,EF7,Increase the contribution of flows into the Murray and Barwon-Darling from tributaries,Ecosystem Functions,NSW
Murrumbidgee,OS1,Maintain species richness and distribution of flow dependent frog communities,Other Species,NSW
Murrumbidgee,OS2,Maintain successful breeding opportunities for flow-dependent frog species,Other Species,NSW
Murrumbidgee,OS3a,Maintain and increase number of wetland sites occupied by the endangered southern bell frog,Other Species,NSW
Murray Lower Darling,NF1,No loss of native fish species,Native Fish,NSW
Murray Lower Darling,NF2,Increase the distribution and abundance of short to moderate-lived generalist native fish species,Native Fish,NSW
Murray Lower Darling,NF3,Increase the distribution and abundance of short to moderate-lived floodplain specialist native fish species,Native Fish,NSW
Murray Lower Darling,NF4,Improve native fish population structure for moderate to long-lived flow pulse specialist native fish species,Native Fish,NSW
Murray Lower Darling,NF5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,Native Fish,NSW
Murray Lower Darling,NF6,A 25% increase in abundance of mature (harvestable sized) golden perch and Murray cod,Native Fish,NSW
Murray Lower Darling,NF7,Increase the prevalence and/or expand the population of key short to moderate-lived floodplain specialist native fish species into new areas (within historical range),Native Fish,NSW
Murray Lower Darling,NF8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Native Fish,NSW
Murray Lower Darling,NF9,Increase the prevalence and/or expand the population of key moderate to long-lived flow pulse specialists native fish species into new areas (within historical range),Native Fish,NSW
Murray Lower Darling,NF10,Increase the prevalence and/or expand the population of key moderate to long-lived diadromous native fish species into new areas,Native Fish,NSW
Murray Lower Darling,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW
Murray Lower Darling,NV2a,"Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains (Non-woody vegetation communities within semi-permanent, intermittent, temporal and ephemeral wetland and floodplain areas)",Native Vegetation,NSW
Murray Lower Darling,NV2b,"Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains (Ephemeral understorey vegetation within forests, woodland and open floodplain areas)",Native Vegetation,NSW
Murray Lower Darling,NV3,Maintain the extent and improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW
Murray Lower Darling,NV4a,Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains (River red gum forest),Native Vegetation,NSW
Murray Lower Darling,NV4b,Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains (River red gum woodlands),Native Vegetation,NSW
Murray Lower Darling,NV4c,Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains (Black box woodland),Native Vegetation,NSW
Murray Lower Darling,NV4d,Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains (Coolibah woodlands),Native Vegetation,NSW
Murray Lower Darling,NV4e,Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains (Lignum shrublands),Native Vegetation,NSW
Murray Lower Darling,WB1,Maintain the number and type of waterbird species,Waterbirds,NSW
Murray Lower Darling,WB2,Increase total waterbird abundance across all functional groups,Waterbirds,NSW
Murray Lower Darling,WB3,Increase opportunities for non-colonial waterbird breeding,Waterbirds,NSW
Murray Lower Darling,WB4,Increase opportunities for colonial waterbird breeding,Waterbirds,NSW
Murray Lower Darling,WB5,Maintain the extent and improve condition of waterbird habitats,Waterbirds,NSW
Murray Lower Darling,EF1,Provide and protect a diversity of refugia across the landscape,Ecosystem Functions,NSW
Murray Lower Darling,EF2,"Create quality instream, floodplain and wetland habitat",Ecosystem Functions,NSW
Murray Lower Darling,EF3a,Provide movement and dispersal opportunities for water dependentbiota to complete lifecycles and disperse into new habitats within catchments,Ecosystem Functions,NSW
Murray Lower Darling,EF3b,Provide movement and dispersal opportunities for water dependentbiota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Functions,NSW
Murray Lower Darling,EF4,Support instream and floodplain productivity,Ecosystem Functions,NSW
Murray Lower Darling,EF5,"Support nutrient, carbon & sediment transport along channels, and between channels and floodplains/wetlands",Ecosystem Functions,NSW
Murray Lower Darling,EF6,Support groundwater conditions to sustain groundwater dependent biota,Ecosystem Functions,NSW
Murray Lower Darling,EF7,Increase the contribution of flows into the South Australian lower Murray River,Ecosystem Functions,NSW
Murray Lower Darling,OS1,Maintain species richness and distribution of flow-dependent frog communities,Other Species,NSW
Murray Lower Darling,OS2,Maintain successful breeding opportunities for flow-dependent frog species,Other Species,NSW
Murray Lower Darling,OS3a,Maintain and increase number of wetland sites occupied by the threatened southern bell frog,Other Species,NSW
Murray Lower Darling,OS3b,Maintain and increase number of wetland sites occupied by the threatened Sloanes froglet,Other Species,NSW
Murray Lower Darling,OS4,Maintain water-dependant species richness,Other Species,NSW
Murrumbidgee,NV4a,Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains (River red gum forest),Native Vegetation,NSW
Murrumbidgee,NV4b,Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains (River red gum woodlands),Native Vegetation,NSW
Murrumbidgee,NV4c,Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains (Black box woodland),Native Vegetation,NSW
Murrumbidgee,NV4e,Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains (Lignum shrublands),Native Vegetation,NSW
Wimmera EWMP (2024),1,"Improve the abundance, movement and species richness of native fish species.",Native Fish,VIC
Wimmera EWMP (2024),2,"Maintain the species richness and extent of in-channel aquatic vegetation, improve the abundance of aquatic vegetation",Native Vegetation,VIC
Wimmera EWMP (2024),3,Improve the condition of riparian EVCs.,Native Vegetation,VIC
Wimmera EWMP (2024),4,"Maintain the quality of geomorphic habitat (maintain channel form, clean substrates, prevent stream bed colonisation)",Ecosystem Functions,VIC
Wimmera EWMP (2024),5,Improve longitudinal connectivity (between river reaches) to facilitate fish movement,Ecosystem Functions,VIC
Wimmera EWMP (2024),6,Maintain refuges for native fish species (prevent loss of channel capacity through sedimentation),Ecosystem Functions,VIC
Wimmera EWMP (2024),7,Maintain adequate surface water salinity to enable growth and reproduction of aquatic vegetation.,Ecosystem Functions,VIC
Wimmera EWMP (2024),8,Maintain macroinvertebrate diversity,Ecosystem Functions,VIC
Wimmera EWMP (2024),9,Improve habitat for Platypus and Rakali,Other Species,VIC
Wimmera EWMP (2024),10,Maintain habitat for crayfish communities,Other Species,VIC
MacKenzie River and Burnt and Bangalally Creeks EWMP (2025),1,Maintain extant indigenous fish communities and maintain fish in refuges in dry conditions through the provision of adequate water quality/habitat.,Native Fish,VIC
MacKenzie River and Burnt and Bangalally Creeks EWMP (2025),2,Facilitate dispersal and establishment of endemic fish species - MacKenzie River.,Native Fish,VIC
MacKenzie River and Burnt and Bangalally Creeks EWMP (2025),3,"Protect and restore riparian and floodplain EVCs, and improved connectivity between Gariwerd and the Wimmera River.",Native Vegetation,VIC
MacKenzie River and Burnt and Bangalally Creeks EWMP (2025),4,"Maintain submerged and emergent aquatic vegetation quality, diversity and extent for fish habitat.",Native Vegetation,VIC
MacKenzie River and Burnt and Bangalally Creeks EWMP (2025),5,Stimulate reproduction and recruitment of Callistemon wimmerensis and maintain condition of current mature specimens.,Native Vegetation,VIC
MacKenzie River and Burnt and Bangalally Creeks EWMP (2025),6,Maintain structural integrity of stream bed and channel and prevent loss of channel capacity - MacKenzie River.,Ecosystem Functions,VIC
MacKenzie River and Burnt and Bangalally Creeks EWMP (2025),7,Maintain habitat values through prevention of streambed colonisation by terrestrial species - MacKenzie River.,Ecosystem Functions,VIC
MacKenzie River and Burnt and Bangalally Creeks EWMP (2025),8,Maintain a good diversity of macroinvertebrate species (based on MBI classifications) - MacKenzie River.,Other Species,VIC
MacKenzie River and Burnt and Bangalally Creeks EWMP (2025),9,Sustain a platypus population and facilitate its dispersal.,Other Species,VIC
MacKenzie River and Burnt and Bangalally Creeks EWMP (2025),10,Maintain species richness of frog communities.,Other Species,VIC
MacKenzie River and Burnt and Bangalally Creeks EWMP (2025),11,Facilitate dispersal and establishment of endemic fish species - Burnt Creek.,Native Fish,VIC
MacKenzie River and Burnt and Bangalally Creeks EWMP (2025),12,Protect and restore riparian and floodplain EVCs - Burnt Creek.,Native Vegetation,VIC
MacKenzie River and Burnt and Bangalally Creeks EWMP (2025),13,Maintain structural integrity of stream bed and channel and prevent loss of channel capacity - Burnt Creek.,Ecosystem Functions,VIC
MacKenzie River and Burnt and Bangalally Creeks EWMP (2025),14,Maintain habitat values through prevention of streambed colonisation by terrestrial species - Burnt Creek.,Ecosystem Functions,VIC
MacKenzie River and Burnt and Bangalally Creeks EWMP (2025),15,Improve channel diversity through increasing flow variability.,Ecosystem Functions,VIC
MacKenzie River and Burnt and Bangalally Creeks EWMP (2025),16,Maintain a good diversity of macroinvertebrate species (based on MBI classifications) - Burnt Creek.,Other Species,VIC
Kiewa FLOWs study 2008,V-P1,Maintain riffle substrate,Ecosystem Functions,VIC
Kiewa FLOWs study 2008,V-P2,Maintain pool volume,Ecosystem Functions,VIC
Kiewa FLOWs study 2008,V-P3,"Create bed form, bars and maintain channel depth",Ecosystem Functions,VIC
Kiewa FLOWs study 2008,V-P4,Maintain pool habitat around large wood,Ecosystem Functions,VIC
Kiewa FLOWs study 2008,V-P5,Facilitate bench construction,Ecosystem Functions,VIC
Kiewa FLOWs study 2008,V-P6,"Continue plan-form development, maintain channel width",Ecosystem Functions,VIC
Kiewa FLOWs study 2008,V-P7,Continue accretion of the floodplain,Ecosystem Functions,VIC
Kiewa FLOWs study 2008,V-P8,Maintain the anabranching channel pattern,Ecosystem Functions,VIC
Kiewa FLOWs study 2008,V-V1,Facilitate the return and/or persistence of native riparian vegetation on banks and in the riparian zone by maintaining an appropriate flow regime.,Native Vegetation,VIC
Kiewa FLOWs study 2008,V-V2,Maintain the ruderal characteristics and low abundance of vegetation colonising gravel and cobble bars,Native Vegetation,VIC
Kiewa FLOWs study 2008,V-V3,"Limit the establishment of terrestrial woody perennials, especially non-native species in the family Salicaceae on cobble and gravel bars.",Native Vegetation,VIC
Kiewa FLOWs study 2008,V-V4,Minimise opportunities for perennial species such as rhizomatous emergent macrophytes or grasses to encroach into the channel,Native Vegetation,VIC
Kiewa FLOWs study 2008,V-V5,Maintain in-channel bio-films at low levels of abundance and with diverse composition,Native Vegetation,VIC
Kiewa FLOWs study 2008,V-V6,"Increase the abundance of native macrophytes in lowland reaches of the Kiewa River, and minimise the downstream expansion of introduced species",Native Vegetation,VIC
Kiewa FLOWs study 2008,V-V7,Maintain the presence and a diversity of epilithic micro-plants (bryophytes growing on bryophytes and rocks) in cascades and falls.,Native Vegetation,VIC
Kiewa FLOWs study 2008,V-F1a,Restore self sustaining populations of Murray Cod - Provide low flow refuge habitat,Native Fish,VIC
Kiewa FLOWs study 2008,V-F1b,Restore self sustaining populations of Murray Cod - Enable prespawning (upstream),Native Fish,VIC
Kiewa FLOWs study 2008,V-F1c,Restore self sustaining populations of Murray Cod - Post-spawning downstream movement,Native Fish,VIC
Kiewa FLOWs study 2008,V-F1d,Restore self sustaining populations of Murray Cod - Promote subsequent larval/juvenile survival through enhanced secondary productivity,Native Fish,VIC
Kiewa FLOWs study 2008,V-F2,Restore self sustaining populations of Murray Crayfish,Native Fish,VIC
Kiewa FLOWs study 2008,V-F3,"Restore self sustaining populations of Blackfish (e.g. River Blackfish, Twospined Blackfish)",Native Fish,VIC
Kiewa FLOWs study 2008,V-F4,"Restore populations of small bodied native fish favouring wetland habitats (e.g. Galaxias rostratus, Nannoperca australis, Hypseleotris spp.)",Native Fish,VIC
Kiewa FLOWs study 2008,V-F5,Restore self sufficient populations of Mountain Galaxias (Galaxias olidus spp.) in presence of introduced predators,Native Fish,VIC
Kiewa FLOWs study 2008,V-F6,Enhance egg and larval survival of Two-spined Blackfish,Native Fish,VIC
Kiewa FLOWs study 2008,V-M1,Maintain macroinvertebrate communities in riffles,Ecosystem Functions,VIC
Kiewa FLOWs study 2008,V-M2,Maintain macroinvertebrate communities on snags,Ecosystem Functions,VIC
Kiewa FLOWs study 2008,V-M3,Maintain macroinvertebrate communities in pools,Ecosystem Functions,VIC
Kiewa FLOWs study 2008,V-W1,Maintain wetland resilience (capacity to recover) through appropriate water and land management,Ecosystem Functions,VIC
Lower Ovens Environmental Flow study (2024),V-G1,Scour sediments from base of pools to maintain deep pool habitat (refuge habitat),Ecosystem Functions,VIC
Lower Ovens Environmental Flow study (2024),V-G2,"Maintain channel form and key habitats, including in-channel bars and benches",Ecosystem Functions,VIC
Lower Ovens Environmental Flow study (2024),V-G3,Maintain bed diversity and substrate quality through turnover and mobilisation of bed sediments,Ecosystem Functions,VIC
Lower Ovens Environmental Flow study (2024),V-G4,Store sediments on floodplains,Ecosystem Functions,VIC
Lower Ovens Environmental Flow study (2024),V-G5,Scour biofilms from bed,Ecosystem Functions,VIC
Lower Ovens Environmental Flow study (2024),V-G6,Prevent riparian vegetation colonising the bed (terrestrialisation) to prevent catastrophic erosion processes,Ecosystem Functions,VIC
Lower Ovens Environmental Flow study (2024),V-F1,Maintain abundance and diversity of large and small bodied native fish species associated with main channel habitats,Native Fish,VIC
Lower Ovens Environmental Flow study (2024),V-F2,Maintain abundance and diversity of large and small bodied native fish species associated with floodplain habitats,Native Fish,VIC
Lower Ovens Environmental Flow study (2024),V-F3,Maintain abundance and diversity of small bodied native fish species associated with floodplain habitats,Native Fish,VIC
Lower Ovens Environmental Flow study (2024),V-V1,"Maintain the extent, condition and floristic diversity of submerged vascular vegetation",Native Vegetation,VIC
Lower Ovens Environmental Flow study (2024),V-V2,"Maintain the extent, condition and floristic diversity of submerged vascular vegetation",Native Vegetation,VIC
Lower Ovens Environmental Flow study (2024),V-V3,"Maintain extent, condition and floristic diversity of fringing, emergent non- woody vegetation",Native Vegetation,VIC
Lower Ovens Environmental Flow study (2024),V-V4,"Maintain extent, condition and floristic diversity of riparian vegetation",Native Vegetation,VIC
Lower Ovens Environmental Flow study (2024),V-V5,"Maintain extent, condition and floristic diversity of riparian vegetation",Native Vegetation,VIC
Lower Ovens Environmental Flow study (2024),V-V6,"Maintain extent, condition and floristic diversity of riparian vegetation",Native Vegetation,VIC
Lower Ovens Environmental Flow study (2024),V-V7,"Maintain extent, condition and floristic diversity of riparian vegetation",Native Vegetation,VIC
Lower Ovens Environmental Flow study (2024),V-V8,"Maintain extent, condition and floristic diversity of floodplain vegetation",Native Vegetation,VIC
Lower Ovens Environmental Flow study (2024),V-V9,"Maintain extent, condition and floristic diversity of floodplain vegetation",Native Vegetation,VIC
Lower Ovens Environmental Flow study (2024),V-V10,Minimise colonisation in instream habitats by riparian or terrestrial woody plants,Native Vegetation,VIC
Lower Ovens Environmental Flow study (2024),V-M1,"Maintain abundance and diversity of wetland invertebrate  assemblages, including large-bodied long-lived species, e.g. mussels",Ecosystem Functions,VIC
Lower Ovens Environmental Flow study (2024),V-M2,"Maintain abundance and diversity of pool, riffle and edge habitat macroinvertebrate assemblages",Ecosystem Functions,VIC
Lower Ovens Environmental Flow study (2024),V-MM1,Maintain aquatic mammal population and structure,Other Species,VIC
Lower Ovens Environmental Flow study (2024),V-FR1,Maintain diversity of frogs and improve breeding and recruitment,Other Species,VIC
Lower Ovens Environmental Flow study (2024),V-T1,Maintain presence of the three species of turtle in the Lower Ovens,Other Species,VIC
Lower Ovens Environmental Flow study (2024),V-T2,Improve opportunities for breeding and recruitment of turtles,Other Species,VIC
Lower Ovens Environmental Flow study (2024),V-B1,Maintain diversity and abundance of large-bodied waders,Waterbirds,VIC
Lower Ovens Environmental Flow study (2024),V-B2,Support breeding of colonial nesting species during periods of above average rainfall,Waterbirds,VIC
Lower Ovens Environmental Flow study (2024),V-B3,Support breeding of colonial nesting species during periods of above average rainfall,Waterbirds,VIC
Lower Ovens Environmental Flow study (2024),V-B4,Maintain diversity and abundance of piscivores,Waterbirds,VIC
Lower Ovens Environmental Flow study (2024),V-B5,Maintain diversity and abundance of ducks,Waterbirds,VIC
Lower Ovens Environmental Flow study (2024),V-B6,Maintain diversity and abundance of herbivores,Waterbirds,VIC
Lower Ovens Environmental Flow study (2024),V-B7,Maintain diversity and abundance of shorebirds,Waterbirds,VIC
Lower Ovens Environmental Flow study (2024),V-B8,Maintain diversity and abundance of reed-inhabiting passerines,Waterbirds,VIC
Campaspe River EWMP,V-1,Maintain or Increase River Red Gum: To maintain adult River Red Gum trees and facilitate successful recruitment,Native Vegetation,VIC
Campaspe River EWMP,V-2,"Increase native fish: To increase the population size, with an appropriate age structure of small and large bodied native fish known to occur in the Campaspe River. E.g. Golden Perch, Murray Cod and Murray Darling Rainbowfish",Native Fish,VIC
Campaspe River EWMP,V-2.1,Maintain or increase diversity and productivity of macroinvertebrates and macroinvertebrate functional feeding groups,Ecosystem Functions,VIC
Campaspe River EWMP,V-2.2,"Increase extent or maintain emergent littoral macrophytes (e.g. Phragmites, rushes, reeds and sedges) on benches and edges of channel, but limit their encroachment into the middle of the channel",Native Vegetation,VIC
Campaspe River EWMP,V-2.3,"Increase extent or maintain instream aquatic plants (e.g. Water Ribbons, Eel Grass)",Native Vegetation,VIC
Campaspe River EWMP,V-2.4,Control salinity and stratification in deep pools,Ecosystem Functions,VIC
Campaspe River EWMP,V-3,"Facilitate recolonisation by native fish species that have been presumed lost e.g. Trout Cod, River Blackfish and Macquarie Perch.",Native Fish,VIC
Campaspe River EWMP,V-4,Platypus - Maintain or increase resident breeding population by facilitating successful recruitment at least every second year and promote safe dispersal by juveniles,Other Species,VIC
Campaspe River EWMP,V-5,Maintain or Improve connectivity between the Campaspe River reaches and between the Campaspe River and the Murray River,Ecosystem Functions,VIC
Coliban River EWMP,V-F1,"Increase abundance and diversity of opportunistic small-bodied native fish such as Australian Smelt, Flat-headed Gudgeon and Mountain Galaxias.",Native Fish,VIC
Coliban River EWMP,V-F2,Provide habitat and flow conditions that will allow River Blackfish to reestablish,Native Fish,VIC
Coliban River EWMP,V-P1,Provide conditions that consistently support widespread successful breeding of Platypus to increase its resilience to future drought and floods and to provide surplus juveniles that can disperse to and colonise other suitable waterways,Other Species,VIC
Coliban River EWMP,V-V1,"Maintain and increase cover and diversity of instream aquatics such as Triglochin procerum, Myriophyllum varrifolium and Potamogeton spp.",Native Vegetation,VIC
Coliban River EWMP,V-V2,"Maintain and increase abundance and diversity of emergent fringing vegetation such as Phragmites, Juncus and Bolboschoenus on benches and edges of channel, but limit their encroachment into the middle of the channel",Native Vegetation,VIC
Coliban River EWMP,V-V3,"Maintain adult riparian woody vegetation (e.g. River Red Gum, Callistemon sieberi, Leptospermum lanigerum, and Acacia provincialis) and facilitate recruitment",Native Vegetation,VIC
Coliban River EWMP,V-WQ1,Maintain water quality that is able to support aquatic biota and ecological processes,Ecosystem Functions,VIC
Coliban River EWMP,V-M1,"Maintain and increase overall abundance, diversity and productivity of macroinvertebrates and macroinvertebrate functional feeding groups to drive productive and dynamic foodwebs.",Ecosystem Functions,VIC
Coliban River EWMP,V-G1,"Maintain channel form, replenish benches and scour pools to maintain their depth",Ecosystem Functions,VIC
Coliban River EWMP,V-G2,"Clean substrates including rocks, submerged wood and macrophytes",Ecosystem Functions,VIC
Loddon River EWMP,V-PF1,"To increase the population size, with an appropriate age structure, of native fish species in the impounded Loddon River System reaches",Native Fish,VIC
Loddon River EWMP,V-PF1.1,Increase population size (with appropriate age structure) and distribution of River Blackfish and facilitate re-colonisation of Reach 1 via Laanecoorie Reservoir.,Native Fish,VIC
Loddon River EWMP,V-PF1.2,"Enhance natural recruitment and dispersal of stocked Murray Cod populations in disconnected impoundments e.g. Laanecoorie Reservoir, Serpentine Weir pool, Loddon Weir pool, and large pools between Laanecoorie Reservoir and Serpentine Creek (Durham Ox weir pool).",Native Fish,VIC
Loddon River EWMP,V-PF1.3,"Maintain habitat for stocked populations of Golden Perch in disconnected reaches e.g. Laanecoorie Reservoir, Serpentine Weir pool, Loddon Weir pool, and large pools between Laanecoorie Reservoir and Serpentine Creek",Native Fish,VIC
Loddon River EWMP,V-PF1.4,"Increase population size (with appropriate age structure) of small-bodied native fish species including Murray-Darling Rainbowfish, Flathead Gudgeon, Carp Gudgeon, and Australian Smelt.",Native Fish,VIC
Loddon River EWMP,V-PF2,"To increase the population size, with an appropriate age structure, and the diversity of native fish species, in the connected mid and lower Loddon River System",Native Fish,VIC
Loddon River EWMP,V-PF2.1,"Increase population size and diversity (with appropriate age structure) of small-bodied native fish species including Murray-Darling Rainbowfish, Flathead Gudgeon, Carp Gudgeon, and Australian Smelt.",Native Fish,VIC
Loddon River EWMP,V-PF2.2,Enhance natural recruitment of Murray Cod population and allow fish to disperse and colonise suitable habitats in the Mid-Murray floodplain system.,Native Fish,VIC
Loddon River EWMP,V-PF2.3,Extend available critical habitat to facilitate recolonisation of large bodied fish such as Silver Perch and Golden Perch populations in the Mid-Murray floodplain system,Native Fish,VIC
Loddon River EWMP,V-PP1,Increase size of resident breeding Platypus populations and facilitate dispersal of surplus juveniles that can colonise other reaches of the Loddon River and connected catchments.,Other Species,VIC
Loddon River EWMP,V-PV1,"Maintain adult riparian woody vegetation (e.g. River Red Gum, Black Box, Bottlebrush, Tea Tree, Melaleuca and Tangled Lignum species composition will vary between reaches) and facilitate recruitment adjacent to the river channel and in low lying floodplain areas that are watered via floodrunners",Native Vegetation,VIC
Loddon River EWMP,V-PV2,"Maintain low lying floodplain vegetation communities. These communities are characterised by a River Red Gum overstorey and grassy, sedge or lignum understorey.",Native Vegetation,VIC
Loddon River EWMP,V-SV1,Maintain and increase spatial extent of in-stream vegetation,Native Vegetation,VIC
Loddon River EWMP,V-SV2,Increase diversity and appropriate spatial extent of native emergent fringing non-woody vegetation along the banks and in floodrunners or anabranches.,Native Vegetation,VIC
Loddon River EWMP,V-SV3,"Maintain biofilm productivity, especially on coarse woody debris.",Native Vegetation,VIC
Loddon River EWMP,V-SB1,"Maintain or Increase aquatic biota such as Freshwater turtles, native frogs and water rats",Other Species,VIC
Loddon River EWMP,V-SM1,Maintain or increase diversity and productivity of macroinvertebrates and macroinvertebrate functional feeding groups to drive productive and dynamic foodwebs.,Ecosystem Functions,VIC
Loddon River EWMP,V-SWQ1,"Maintain water quality at a level that is able to support fish and macroinvertebrates. In particular maintain adequate concentrations of dissolved oxygen, prevent salinity levels rising above 3,000 EC and prevent excessive water temperatures during low flow periods.",Ecosystem Functions,VIC
Loddon River EWMP,V-SG1,"Re-establish deep pools in areas that have been affected by sand slugs, maintain existing pools in other areas and replenish benches within the channel.",Ecosystem Functions,VIC
Loddon River EWMP,V-SG2,"Flush accumulated silt and sediment from substrates including rocks, submerged wood and macrophytes",Ecosystem Functions,VIC
Birch Creek EWMP,V-P1,"Increase abundance and diversity of native fish such as River Blackfish, Mountain Galaxias, Flatheaded Gudgeon and Australian Smelt",Native Fish,VIC
Birch Creek EWMP,V-P2,Provide conditions that consistently support widespread successful breeding by Platypus to increase population resilience to future drought and floods and to provide surplus juveniles that can disperse to Creswick Creek and Tullaroop Creek,Other Species,VIC
Birch Creek EWMP,V-S1,"Maintain and increase overall abundance, diversity and productivity of macroinvertebrates and macroinvertebrate functional feeding groups to drive productive and dynamic food webs",Ecosystem Functions,VIC
Birch Creek EWMP,V-S2,Provide habitat and flow conditions that will allow River Blackfish to re-establish in Reaches 1 and 2,Native Fish,VIC
Birch Creek EWMP,V-S3,Maintain water quality that is able to support aquatic biota and ecological processes,Ecosystem Functions,VIC
Birch Creek EWMP,V-S4,Maintain (Reach 3) and improve (Reaches 1 and 2) diversity and abundance of instream aquatics,Native Vegetation,VIC
Birch Creek EWMP,V-S5,Reduce dominance of exotic instream aquatics such as Elodea (especially in Reaches 1 and 2),Native Vegetation,VIC
Birch Creek EWMP,V-S6,Maintain and improve abundance and diversity of emergent fringing vegetation,Native Vegetation,VIC
Birch Creek EWMP,V-S7,"Maintain (Reach 3) and restore (Reaches 1 and 2) adult riparian woody vegetation (e.g. Swamp Gum, Manna Gum, River Red Gum) and facilitate recruitment.",Native Vegetation,VIC
Gunbower Forest EWMP,V-NV1,Increase area of healthy permanent and semi permanent wetlands,Native Vegetation,VIC
Gunbower Forest EWMP,V-NV2,Ensure maintenance of healthy river red gum communities,Native Vegetation,VIC
Gunbower Forest EWMP,V-NV3,Maintain black box and grey box communities,Native Vegetation,VIC
Gunbower Forest EWMP,V-WB1,"Provide suitable feeding, breeding and refuge habitat for waterbirds, including colonial nesting species",Waterbirds,VIC
Gunbower Forest EWMP,V-NF1,Maintain healthy populations of native fish in wetlands and increase opportunities for riverine fish to access floodplain resources,Native Fish,VIC
Gunbower Forest EWMP,V-OS1,Increase the diversity and abundance of native frog species within the forest,Other Species,VIC
Gunbower creek system EWMP,V-1.1,Increase the abundance and improve age class distribution of small and large-bodied native fish species,Native Fish,VIC
Gunbower creek system EWMP,V-1.2,"Increase connectivity to promote movement or migration of native fish species within the lagoons, floodplain and Murray River",Native Fish,VIC
Gunbower creek system EWMP,V-1.3,Rehabilitate populations of native fish species that are poorly represented or absent in the system,Native Fish,VIC
Gunbower creek system EWMP,V-1.4,"Increase littoral and aquatic vegetation extent, diversity and productivity",Native Vegetation,VIC
Gunbower creek system EWMP,V-1.5,Increase the size of the resident breeding population of Platypus,Other Species,VIC
Gunbower creek system EWMP,V-1.6,Maintain feeding and breeding opportunities for turtles,Other Species,VIC
Gunbower creek system EWMP,V-1.7,Maintain feeding and opportunistic breeding conditions for a diversity of waterbirds,Waterbirds,VIC
Gunbower creek system EWMP,V-1.8,Maintain feeding and breeding opportunities for frogs,Other Species,VIC
Gunbower creek system EWMP,V-1.9,"Restore connectivity between the creek, lagoons and their associated riparian zones",Ecosystem Functions,VIC
Loddon Wetlands proxy,V-BV1,Restore the distribution of live river red gums and associated floristic community (EVC 292),Native Vegetation,VIC
Loddon Wetlands proxy,V-BV2,Restore and rehabilitate vegetation species diversity typical of aquatic and semi-aquatic environments when the wetland is inundated.,Native Vegetation,VIC
Loddon Wetlands proxy,V-BV3,Maintain current extent and restore health of Black Box vegetation surrounding the high water mark of Lake Boort (EVC 803: Plains woodland),Native Vegetation,VIC
Loddon Wetlands proxy,V-LEV1,"Maintain/ reinstate submerged aquatics (i.e. large-fruit sea tassel, stonewort and long-fruit water-mat)",Native Vegetation,VIC
Loddon Wetlands proxy,V-LEV2,Restore and maintain chenopod shrubland from the littoral zones to wetland margins,Native Vegetation,VIC
Loddon Wetlands proxy,V-LEV3,Restore littoral zone of wetland,Native Vegetation,VIC
Loddon Wetlands proxy,V-LEWB1,Restore breeding of waterbirds,Waterbirds,VIC
Loddon Wetlands proxy,V-LEWB2,Restore feeding opportunities (food source for waterbirds),Waterbirds,VIC
Loddon Wetlands proxy,V-LEO1,Restore diversity and abundance of invertebrates,Other Species,VIC
Loddon Wetlands proxy,V-LEF1,Maintain and support breeding of Murray hardyhead,Native Fish,VIC
Loddon Wetlands proxy,V-LEEF1,"Maintain salinity within 25,000 to 40,000 EC",Ecosystem Functions,VIC
Loddon Wetlands proxy,V-HJV1,"Restore wetland macrophyte community during watering events, and ensure successful reproduction through viable seeds and propagules",Native Vegetation,VIC
