Date,402203_flow,402222_flow,402205_flow,402206_flow,402204_flow,403220_flow,403227_flow,403223_flow,403230_flow,403241_flow,409017_flow
2019-01-25,1980.96,889.57,674.72,15.21,1.84,176.49,152.55,52.95,301.51,286.52,13576.059
2019-01-26,1351.3,1774.74,1190.82,13.75,1.97,147.12,150.9,73.43,241.51,276.58,15223.453
2019-01-27,378.35,1276.69,1441.78,17.84,2.29,144.65,156.65,73.02,244.65,260.96,15638.975
2019-01-28,235.97,567.13,854.85,18.77,3.4,143.52,155.18,95.56,271.78,250.8,16114.794
2019-01-29,457.29,342.72,449.63,17.7,3.78,142.98,132.72,110.85,283.43,229.46,15209.828
2019-01-30,855.01,426.43,370.18,18.79,3.9,142.06,114.34,109.58,292.12,227.26,13960.182
2019-01-31,392.39,768.4,541.33,19.87,4.98,146.03,110.18,92.42,342.81,257.65,11960.228
2019-02-01,276.58,459.7,608,16.47,3.59,145.65,102.5,78.32,343.75,296.31,13203.805
2019-02-02,195.3,321.86,366.79,13.96,2.7,145.9,92.86,46.62,296.83,312.63,12901.402
2019-02-03,193.16,255.68,297.11,16.37,2.45,150.23,97.56,35.47,276.06,319.92,11617.27
2019-02-04,198.92,228.37,251.75,16.77,22.46,150.48,98.05,37.31,283.24,309.41,11948.146
2019-02-05,244.81,237.18,247.9,19.03,34.84,148.04,103.92,68.17,340.9,266.08,12472.314
2019-02-06,382.97,267.08,274.03,18.05,14.7,145.66,103.42,80.41,359.14,242.1,12120.683
2019-02-07,553.65,356.76,294.65,16.94,8.81,141.59,104.13,76.05,331.98,250.46,11663.944
2019-02-08,689.85,481.33,380.01,20.64,6,166.48,103.06,82.63,357.7,282.27,12209.584
2019-02-09,629.69,605.64,488.11,21.34,5.26,144.19,103.56,83.95,494.84,307.35,11969.484
2019-02-10,517.11,576.74,571.65,20.36,5.25,143.09,103.64,77.39,432,304.71,12115.143
2019-02-11,420.32,503.33,468.56,18.44,4.35,148.84,95.31,71.29,387.37,343.24,12660.883
2019-02-12,232.17,444.48,463.35,18.05,3.76,123.94,85.45,74.09,359.72,379.28,13175.656
2019-02-13,210,310.86,377.05,14.51,3.95,113.15,85.55,56.97,293.32,356.36,13711.073
2019-02-14,203.34,250.62,275.96,14.51,3.77,116.68,85.56,60.56,271.14,338.2,13328.072
2019-02-15,196.32,225.92,227.36,11.87,3.17,138.6,93.53,56.75,267.47,320.03,13622.772
2019-02-16,190.13,202.53,198.89,11.4,2.61,141.88,100.18,50.25,260.76,278.97,14136.454
2019-02-17,189.97,179.22,174.24,12.17,2.24,142.4,100.64,46.66,252.23,245.1,13761.476
2019-02-18,205.23,166.78,151.29,12.2,1.98,140.65,102.94,43.71,264.73,228.02,12686.123
2019-02-19,298.58,164.43,164.69,12.69,1.91,140.93,102.79,58.15,267.49,210.33,12426.884
2019-02-20,306.85,167.56,160.57,12.5,1.7,144.56,103.11,50.2,251.22,192.81,12662.842
2019-02-21,621.4,213.05,190.2,12.79,1.57,144.71,107.29,49.73,252.37,197.62,12305.856
2019-02-22,556.73,430.2,227.35,12.07,1.45,154.65,120.34,48.2,246.14,200.23,12161.446
2019-02-23,231.65,498.24,444.91,11.09,1.31,162.11,118.71,64.38,239.63,190.84,11032.198
2019-02-24,190.24,274.55,340.35,10.04,1.16,153.21,120.97,57.74,240.42,181.04,10378.049
2019-02-25,173.54,189.89,205.76,12.54,1.3,151.25,130.76,50.33,246.27,177.91,10015.893
2019-02-26,190.75,162.09,166.16,12.62,1.38,154.99,130.64,65.55,244.54,166.7,10445.211
2019-02-27,214.86,156.77,140.36,10.39,1.34,148.9,130.32,57.35,231.16,166.01,11919.7
2019-02-28,194.31,180.99,143.12,10.33,1.16,149.08,131.04,58.84,224.8,167.41,11339.884
2019-03-01,295.29,165.35,144.07,9.22,1.15,149.1,131.33,63.26,220.74,170.43,10484.735
2019-03-02,612.6,153.86,127.77,7.49,0.85,147.9,130.45,60.49,207.9,164.16,11447.94
2019-03-03,269.62,434.22,189.78,7.74,0.68,147.7,129.74,47.53,214.36,153.8,11402.695
2019-03-04,224.14,297.01,345.05,9.37,0.66,147.2,129.29,56.86,214.59,152.99,11101.61
2019-03-05,246.23,226.75,216.54,11.16,1.03,145.37,124.21,81.4,231.72,139.31,11130.244
2019-03-06,333.24,226.13,196.69,12.69,2.24,144.03,113.03,103.42,266.03,140.87,9951.399
2019-03-07,660.65,279.18,210.73,10.38,2.29,142.62,112.29,92.25,267.22,137.52,10400.392
2019-03-08,334.65,539.17,317.15,9.1,1.76,141.34,111.7,88.43,251.93,148.02,12184.303
2019-03-09,238.31,372.5,403.55,9.71,1.47,140.88,110.88,85.89,236.64,194.46,11383.586
2019-03-10,229.72,253.94,265.9,9.78,1.31,139.64,113.6,75.89,233.33,222.51,11910.06
2019-03-11,247.75,229.74,199.62,11.07,1.25,139.5,115.25,79.26,238.36,214.32,12746.211
2019-03-12,238.27,240.99,197.63,10.01,1.99,138.31,114.35,72.98,243.23,196.35,12951.512
2019-03-13,217.6,231.72,199.98,9.62,1.67,133.79,114.4,68.67,236.82,186.33,12776.95
2019-03-14,208.92,215.4,191.18,9.69,1.19,134.78,102.62,54.69,228.85,182.78,11811.505
2019-03-15,194.75,187.82,174.92,9.25,1.06,134.05,99.35,69.31,218.33,192.06,12210.14
2019-03-16,197.6,177.98,143.42,7.79,1.05,133.36,110.09,56.05,213.05,184.61,11761.664
2019-03-17,191.76,173.03,144.97,8.52,1.01,133.82,116.91,47.16,208.73,168.65,10888.659
2019-03-18,206.69,171.36,149.13,9.92,2.39,137.17,113.96,55.35,217.77,150.11,10672.226
2019-03-19,214.71,166.6,140.52,10.34,3.19,140.14,113.23,80.92,223.88,141.05,10659.205
2019-03-20,205.97,186.05,139.94,8.65,2.04,139.35,113.01,71.06,224.85,133.75,11364.176
2019-03-21,196.87,183.1,153.92,8.2,1.57,142.52,112.12,60.35,218.42,129.53,12796.715
2019-03-22,221.31,192.92,160.44,11.44,1.59,124.94,113.78,68.34,374.24,138.29,12792.496
2019-03-23,235.74,245.03,183.9,11.08,1.83,96.86,104.97,91.66,287.38,159,11539.216
2019-03-24,214.43,251.78,212.24,12.2,2.8,95.34,106.02,82.95,243.54,182.44,10694.042
2019-03-25,633.95,240.19,210.06,19.23,7.71,91.36,101.54,84.95,273.55,256.05,10069.241
2019-03-26,781.08,499.65,212.45,12.97,7.94,71.48,90.53,87.76,361.3,253.51,10642.658
2019-03-27,267.78,717.68,644.39,11.55,5.97,62.92,93.29,79.54,289.31,245.31,11591.709
2019-03-28,252.17,361.7,445.1,10.93,4.24,62.32,104.13,67.68,243.15,260.5,12426.366
2019-03-29,309.1,300.91,299.49,30.58,6.62,61.95,85.71,70.17,253.27,291.27,11438.19
2019-03-30,434.22,371.4,283.87,31.53,44.58,82.75,113.09,80.43,367.72,259.72,11375.818
2019-03-31,546.08,522.17,439.67,22,20.95,90.7,107.39,75.61,407.7,240.78,10622.794
2019-04-01,634.7,573.28,485.05,16.31,14.54,80.18,86.76,94.25,361.38,253.19,10414.632
2019-04-02,776.02,633.09,541.44,14.49,10.92,66.54,83.82,92.01,300.7,309.7,9748.669
2019-04-03,979.69,750.2,568.36,13.7,8.88,65.6,84.12,74.81,264.4,326.48,9229.001
2019-04-04,819.26,921.48,811.18,13.76,8.06,65.47,84.36,65.77,253.71,313.29,9598.069
2019-04-05,928.48,828.04,764.61,14.24,8.37,65.62,100.22,64.41,251.54,288.07,11718.53
2019-04-06,303.15,898.98,826.13,14.32,7.42,66.27,104.39,65.48,247.71,254.51,12669.148
2019-04-07,330.37,439.24,620.11,13.01,6.43,66.04,105.95,68.32,236.91,239.58,11794.661
2019-04-08,529.76,355.76,369.17,12.57,5.84,67.46,102.39,70.88,229.74,230.34,11091.428
2019-04-09,401.98,508.47,388.62,12.17,5.16,69.05,104.22,75.22,225.2,221.64,10276.781
2019-04-10,253.21,457.09,464.98,12.07,4.33,68.33,106.06,66.58,220.13,209.94,9973.741
2019-04-11,248.22,308.06,346.34,12.11,4.19,68.07,105.77,69.98,217.71,200.87,10238.79
2019-04-12,239.69,281.12,270.77,12.03,4.17,68.08,105.15,71.31,215.73,192.43,10558.769
2019-04-13,237.56,267.14,261.7,11.94,4.18,67.51,106.29,68.91,208.88,187.27,11321.693
2019-04-14,247.23,259.93,237.26,12,4.09,68.29,104.85,69.34,203.97,179.66,11769.561
2019-04-15,243.02,261.09,228.58,11.63,3.99,68.26,104.94,78.42,209.95,176.41,11992.354
2019-04-16,241.36,261.66,236.19,11.57,3.73,68.18,107.25,75.95,206.47,179.32,11525.302
2019-04-17,238.17,256.09,225.3,11.78,3.63,68.4,114.34,74.94,205.62,166.88,10557.377
2019-04-18,231.71,250.33,203.65,11.68,3.39,67.26,115.04,69.43,200.98,162.92,11086.059
2019-04-19,221.8,238.73,210.58,10.79,3.19,66.54,115.62,58.14,196.91,169.66,11091.897
2019-04-20,211.24,236.66,205.13,11.29,3.04,66.41,116.44,57.36,195.68,167,11851.763
2019-04-21,213.19,221.55,193.18,11.64,3.17,65.63,117.05,69.07,197.85,164.42,11640.108
2019-04-22,242.05,239.63,200.07,20.49,7.41,65.57,117.15,101.51,269.58,163.73,11260.231
2019-04-23,225.45,273.7,219.51,15.26,9.42,64.77,117.7,112.15,275.43,169.26,10310.511
2019-04-24,220.01,259.28,237.75,14.25,8.07,64.21,105.04,103.96,250.78,193.97,9393.154
2019-04-25,223.8,241.37,220.4,14.03,7.03,64.11,96.34,101.43,234.99,251.93,9146.733
2019-04-26,223.52,236.85,214.2,13.16,6.07,62.65,97.95,94.77,226.63,276.23,9157.663
2019-04-27,214.85,235.27,212.59,12.85,5.49,61.62,96.83,84.87,222.78,261.08,8676.465
2019-04-28,213.54,234.86,212.82,13.18,5.35,61.16,99.28,83.97,219.57,246.32,8646.994
2019-04-29,245.66,229.62,206.91,13.4,5.28,60.98,99.29,82.3,219.35,236.26,8291.305
2019-04-30,420.34,240.86,207.22,13.29,5.24,62.77,90.6,81.38,219.23,225.77,7393.995
2019-05-01,562.42,337.35,227.19,14.64,5.92,64.6,87.26,83.1,221.91,224.93,6163.209
2019-05-02,822.59,574.97,396.18,113.97,361.98,56.35,63.8,83.38,322.19,233.13,4199.036
2019-05-03,3870.98,2385.17,2790.38,142.99,1058.41,49.61,62.48,120.89,2005.44,284.45,3340.444
2019-05-04,2230.62,4030.96,3230.15,37.39,88.65,49.4,63.26,121.29,1134.82,494.21,5166.879
2019-05-05,1013.08,2548.37,3273.98,28.05,48.03,49.98,62.89,79.74,706.89,1199.1,4792.042
2019-05-06,947.55,1350.65,1745.93,24.37,36.3,50.19,62.84,67.64,544.32,1179.66,4709.628
2019-05-07,1426.24,1240.94,1254.28,22.29,31.73,46.9,62.91,63.55,465.63,852.75,2783.061
2019-05-08,914.32,1519.71,1509.42,22.84,30.97,43.51,63.03,62.41,436.57,662.16,1947.4
2019-05-09,1034,1106.89,1259.59,22.32,30.68,44.09,62.45,66.04,490.34,553.53,2087.734
2019-05-10,1152.71,1201.32,1170.78,28.38,32.08,45.34,73.69,68.82,476.2,495,2043.479
2019-05-11,836.22,1303.1,1332.93,26.04,36.31,46.24,66.23,82.12,567.59,479.5,3007.898
2019-05-12,623.47,998.66,1130.82,21.96,30.93,46.13,62.13,87.39,485.91,488.34,5382.242
2019-05-13,638.37,794.76,968.12,20.5,28.27,103.84,61.94,73.11,437.67,504.67,5020.834
2019-05-14,994.39,786.01,806.75,19.42,27.02,157.5,62.71,66.9,491.88,516.49,4084.146
2019-05-15,701.92,1051.96,1015.14,18.44,25.68,141.96,62.87,64.94,478.48,489.46,3260.82
2019-05-16,711.83,828.74,957.11,17.74,24.87,138.57,62.26,64.29,458.79,468.12,2986.278
2019-05-17,845.05,829.38,823.92,17.4,24.32,130.01,63.36,63.57,435.74,476.11,3658.176
2019-05-18,590.26,924.44,937.64,17.21,23.74,123.58,63.3,62.74,411.05,466.04,3449.291
2019-05-19,610.74,725.49,849.78,16.5,23.19,100.83,63.15,63.31,392.27,452.06,3692.201
2019-05-20,797.6,725.2,755.54,16.59,23.01,90.23,65.43,63.41,365.87,438.63,4136.799
2019-05-21,586.56,868.8,819.4,17.06,24.97,91.7,64.78,66.12,375.73,421.94,4001.713
2019-05-22,562.42,708.48,830.39,16.36,24.6,94.87,64.78,69.06,373.79,404.24,4001.463
2019-05-23,510.54,669.47,715.67,15.99,23.82,126.83,63.8,67.23,358.75,390.3,3421.898
2019-05-24,563.82,630.08,669.73,16.01,23.54,79.18,64.46,64.68,382.96,388.79,3223.779
2019-05-25,450.34,673.85,687.6,21.62,25.26,44.09,66.64,64.14,351.51,390.17,2918.122
2019-05-26,426.2,599.71,661.13,18.06,27.55,44.71,63.66,69.37,357.71,393.6,3002.986
2019-05-27,750.16,579.89,627.8,27.48,39.12,46.73,72.54,74.61,525.25,398.86,3617.87
2019-05-28,1017.26,924.45,695.51,35.46,44.44,48.88,69.21,89.44,812.19,389.07,4603.508
2019-05-29,1406.14,1361.55,1203.88,71.9,145.85,329.35,75.3,98.13,1971.31,430.1,4500.68
2019-05-30,1237.51,1788.19,1743.29,38.13,99.47,785.44,67.63,119.84,2179.26,651.15,3833.56
2019-05-31,911.03,1444.7,1652.19,31.29,55.62,646.21,44.53,99.07,1793.71,1378.28,3167.041
2019-06-01,1350.82,1188.98,1200.52,28.29,44.65,496.31,38.93,82.99,1459.98,1817.97,2687.732
2019-06-02,1210.4,1498.39,1404.65,26.63,39.36,413.84,41.42,65.99,1253.55,1709.73,1971.123
2019-06-03,1458.09,1402.8,1395.07,26.77,36.49,371.09,38.07,58.73,1133.8,1474.22,2037.286
2019-06-04,1573.45,1619.35,1493.06,26.71,35.45,337.09,33.56,57.87,1082.75,1279.7,2137.985
2019-06-05,1537.62,1706.44,1619.5,23.77,33.3,322.73,33.25,54.98,1005.79,1139.83,2769.674
2019-06-06,1449.58,1654.31,1651.56,23.55,31.49,292.04,33.48,51.43,938.72,1057.62,3768.443
2019-06-07,1453.06,1604.56,1589.09,23.57,30.54,269.96,33.79,49.91,884.61,992.01,3750.153
2019-06-08,689.97,1555.53,1582.7,22.31,30.14,246.43,33.81,48.97,835.56,922.5,3187.491
2019-06-09,919.75,927.97,1230.35,21.82,30.12,227.85,35.31,48.66,799.97,865.15,3063.564
2019-06-10,1513.56,1084.6,1048.17,45.18,79.07,282.07,44.44,48.97,980.28,823.59,2723.165
2019-06-11,2779.06,2047.23,1382.67,32.71,93.49,496.27,38.86,58.12,1708.74,789.21,2255.514
2019-06-12,1956.82,2703.81,2693.19,41.54,61.42,618.96,62.43,68.5,1717.04,887.23,2466.258
2019-06-13,4171.02,2630.11,2470.21,64.39,189.88,2702.03,88.04,248.13,4900.71,1379.02,3427.994
2019-06-14,3476.41,3791.46,3112.02,50.64,98.67,2493.71,77.12,220.7,5390.11,1984.25,3029.987
2019-06-15,2398.19,3850.75,3652.08,44.18,82.94,1676.44,145.21,147.95,3989.64,3806.6,3539.817
2019-06-16,2277.83,2874.74,3426.93,39.03,65.13,1317.17,143.99,172.89,3229.23,4384.63,3985.541
2019-06-17,2179.23,2570.64,2777.86,36.3,55.75,1070.4,482.88,170.07,2785.34,3950.82,3914.496
2019-06-18,1847.42,2424.29,2505.15,36.26,50.1,890.08,573.92,491.66,2451.15,3429.73,3267.547
2019-06-19,2115.28,2222.58,2261.01,37.29,56.24,799.43,527.45,528.92,2305.72,2999.7,2946.691
2019-06-20,2300.76,2368.26,2329.25,35.95,50.49,709.18,474.13,492.38,2053.9,2833.12,2743.664
2019-06-21,2388.6,2555.44,2401.59,34.87,44.7,613.16,480.31,455.05,1849.09,2727.05,3391.258
2019-06-22,1298.84,2402.41,2641.17,34.08,41.99,547.82,323.28,434.19,1675.42,2520.1,4579.941
2019-06-23,1154.85,1605.1,1922.54,33.33,39.63,487.46,288.74,307.07,1532.25,2315.08,5735.427
2019-06-24,1715.73,1438.21,1538.11,32.69,37.64,436.72,195.05,274.64,1418.36,2128.08,5201.342
2019-06-25,1228.32,1902.73,1689.78,32.25,36.18,395.23,249.84,209.58,1322.6,1906.93,4746.582
2019-06-26,1222.53,1403.54,1801.06,31.7,35.23,362.74,472.09,272.86,1238.7,1731.67,4702.052
2019-06-27,1070.76,1439.2,1400.95,31.49,34.55,338.07,280.86,400.58,1164.9,1581.2,5992.728
2019-06-28,785.35,1245.4,1411.67,31.59,34.18,317.59,237.27,260.64,1103.97,1471.12,6668.458
2019-06-29,833.56,1008.14,1194.91,56.23,46.92,344.57,305.27,241.63,1111.2,1524.82,7462.911
2019-06-30,1341.61,1403.2,1280.95,65.59,188.55,936.86,559.87,473.43,2685.4,1471.45,6944.738
2019-07-01,1366.81,1669.58,1821.48,45.91,79.94,1324.9,808.78,702.21,2919.58,1638.17,6474.755
2019-07-02,1635.41,1655.78,1668,42.14,59.13,1179.66,757.47,823.23,2676.47,2814.73,6719.884
2019-07-03,1461.25,1817.09,1790.26,40.3,51.22,1021.93,666.42,738.58,2415.43,3400.37,5786.617
2019-07-04,1032.98,1609.57,1777.17,38.83,45.62,881.17,582.87,646.3,2182.63,3392.14,6409.145
2019-07-05,970.89,1244.35,1419.92,38.01,42.93,771.52,522.54,572.54,1976.93,3136.86,8031.977
2019-07-06,711.81,1150.24,1234.62,37.53,41.18,690.28,497.93,519.12,1812.59,2852.73,7727.451
2019-07-07,1258.48,951.22,1090.77,37.66,40.19,625.84,448.25,504.24,1693.46,2607.56,7511.946
2019-07-08,1528,1480.34,1237.07,52.05,110.78,572.36,399.41,910.5,2201.73,2505.15,7381.476
2019-07-09,1860.48,1835.71,1748.33,42.65,81.54,449.26,378.82,607.63,1884.98,2642.54,7281.696
2019-07-10,1727.01,1985.1,2004.24,42.85,64.24,1240.86,366.49,479.91,2130.41,3186.98,6847.462
2019-07-11,1937.42,1988.54,1930.3,58.12,95.59,1231.94,445.32,485.13,3008.43,2938.92,5980.411
2019-07-12,2500.86,2181.83,2262.35,114.94,157.32,1837.68,709.15,861.37,5263.9,3011.86,5155.973
2019-07-13,4893.8,3108.22,2825.7,184.67,519.24,4836.72,2018.19,2049.42,12270.34,3894.38,4881.607
2019-07-14,3448.75,4362.45,3746.15,185.03,206.49,4184.15,1756.35,2489.11,10660.18,6465.94,4167.255
2019-07-15,2827,4454.29,4455.11,211.95,216.22,3387.21,1905.88,2191.63,9156.69,9432.17,4237.142
2019-07-16,2744.92,3735.49,4613.69,166.35,136.3,2932.85,1704.42,2254.9,7793.35,10967.33,4764.174
2019-07-17,2354.43,3320.23,3731.43,150.76,116.06,2515.06,1415.9,1903.22,6786.48,11313.06,5135.827
2019-07-18,1308.33,2723.98,3285.07,143.76,129.26,2312.05,1321.62,1718.39,6383.28,10684.53,4483.228
2019-07-19,1454.26,1879.95,2366.55,134.17,102.04,2067.23,1224.3,1581.43,5634.07,9636.08,3936.258
2019-07-20,1984.41,2049.76,1998.27,124.21,92.72,1865.16,1118.72,1471.94,5026.75,8696.41,2972.903
2019-07-21,1785.42,2295.02,2412.34,120.82,81.83,1679.49,1012.83,1330.96,4502.79,7808.33,2490.517
2019-07-22,1566.53,2140.45,2275.7,117.93,74.7,1544.01,913.89,1218.81,4105.52,6991.35,2865.735
2019-07-23,1251.07,1873.62,2132.61,117.32,67.26,1427.11,833.86,1096.52,3764.55,6285.98,2775.235
2019-07-24,1880.8,1713.08,1802.27,134.87,86.43,1578.52,861.8,1124.06,4340.41,5703.67,2653.634
2019-07-25,3191.33,2418.7,2026.41,119.04,69.97,1583.75,835.88,1125.99,4119.72,5374.26,2624.371
2019-07-26,2279.09,3115.31,2953.33,115.02,63.92,1461.6,795.94,1038.5,3841.12,5541.22,5504.554
2019-07-27,1919.08,2549.73,2805.82,114,62.9,1389,759.2,993.38,3671,5458.39,8311.96
2019-07-28,1528.95,2120.19,2441.31,110.29,63.43,1321.04,715.15,949.59,3470.17,5192.28,7083.358
2019-07-29,1894.68,1897.5,2010.64,121.55,76.34,1293.29,704.53,918.95,3466.92,4982.38,5978.05
2019-07-30,2130.72,2284.96,2173.21,110.87,89.18,1294.24,680.29,958.42,3441.59,4807.67,5229.989
2019-07-31,1805.96,2279.92,2439.44,104.99,66.69,1195.08,627.96,859.68,3169.45,4745.98,4015.843
2019-08-01,1763.41,2122.61,2182,101.66,58.64,1119.19,585.94,785.45,2998.68,4625.66,3575.619
2019-08-02,1545.27,1940.04,2157.31,99.17,52.53,1056.49,548.92,730.33,2858.52,4323.73,3513.001
2019-08-03,1895.47,1912.29,1857.29,97.06,53.73,995.75,520.56,683.27,2723.36,4042.41,5299.295
2019-08-04,1420.92,2006.26,2139.34,94.03,52.77,940.45,509.45,659.57,2599.88,3817.68,5792.866
2019-08-05,1588.17,1684.28,1839.66,91.11,48.93,890.6,441.13,632.81,2484.36,3619.73,7081.493
2019-08-06,1737.05,1866.65,1791.23,87.19,47.83,843.47,414.19,560.18,2377.21,3448.81,9315.15
2019-08-07,1192.16,1820.81,2052.87,86.21,47.45,823.44,409.36,535.2,2297.01,3291.79,10711.223
2019-08-08,1752.91,1508.6,1607.52,106.74,68.17,1001.53,388.42,659.97,2751,3138.44,10862.831
2019-08-09,2622.54,2410.18,2028.09,221.42,323.09,2100.54,753.57,1368.93,6026.4,3137.14,8521.379
2019-08-10,1811.59,3105.95,3215.57,187.77,208.35,2974.56,1013.44,1647.87,7434.88,4252.8,7064.438
2019-08-11,1482.23,2417.1,3018.08,199.5,295.14,2899.47,1079.94,1638.96,7245.25,6911.58,6574.453
2019-08-12,1770.69,2076.53,2618.59,171.97,161.5,2588.06,992.07,1549.13,6359.61,8565.96,5378.506
2019-08-13,1996.52,2226.44,2305.77,158.25,119.03,2291.26,889.97,1350.4,5627.6,9066.99,4124.781
2019-08-14,1696.34,2306.24,2464.67,148.01,102.62,2089.44,821.38,1230.79,5101.55,8660.69,3676.844
2019-08-15,1284.28,1988.43,2286.29,140.86,93.54,1934.48,786.11,1159.44,4706.46,7781.16,4271.908
2019-08-16,1085.85,1649.1,1904.24,135.36,85.95,1789.63,759.52,1093.7,4380.37,7006.25,3383.251
2019-08-17,978.33,1437.97,1691.92,129.03,83.88,1718.65,785.05,1075.47,4199.51,6448.87,2492.515
2019-08-18,1076.9,1328.66,1518.09,136.58,80.92,1636.89,779.86,1055.81,4027.3,6049.02,2203.892
2019-08-19,1347.42,1505.53,1591.8,141.76,147.16,1754.38,902.03,1137.66,4599.52,5778.59,2761.873
2019-08-20,1315.88,1659.48,1834.52,127.75,94.93,1692.81,945.02,1206.23,4280.91,5719.54,5527.564
2019-08-21,1544.22,1647.38,1734.49,189.85,107.05,1655.28,1058.71,1223.23,4440.78,5960.08,5914.77
2019-08-22,1909.44,1980.65,1907.12,160.21,91.25,1748.56,1294.31,1379.25,4728.52,5957.58,6034.862
2019-08-23,2074.07,2250.85,2220.12,144.36,72.6,1691.2,1342.3,1556.36,4711.29,6070.44,6534.246
2019-08-24,1641.93,2228.96,2439.44,141.14,67.18,1556.46,1194.53,1463.18,4439.15,6368.59,6225.405
2019-08-25,1462.92,1896.71,2104.92,137.81,64.88,1456.79,1065.49,1321.08,4166.74,6505.57,6138.877
2019-08-26,1611.87,1775.18,1855.97,133.29,60.05,1361.64,938.24,1185.83,3877.33,6287.91,5800.868
2019-08-27,1477.1,1875.25,1931.87,129.03,57.48,1269.48,835.96,1059.55,3594.77,5901.1,5517.734
2019-08-28,1534.3,1734.5,1912.61,124.83,55.85,695.97,752.87,958.46,3204.52,5486.97,4872.894
2019-08-29,1464.8,1775.72,1842.86,124.95,59.7,336.96,702.58,885.98,2636.34,5082.75,9350.255
2019-08-30,1599.92,1807.27,1751.58,117.03,55.72,342.7,635.67,817.32,2464.47,4498.46,10681.561
2019-08-31,1182.4,1762.4,1957.82,112.71,51.62,346.56,581.9,742.67,2342.68,3960.27,11141.254
2019-09-01,1242.94,1441.87,1624.07,110.53,51.1,350.23,543.68,682.61,2249.74,3650.63,12895.626
2019-09-02,1371.49,1532.27,1541.68,109.11,53.77,357.37,535.82,658.21,2223.26,3429.4,14128.364
2019-09-03,1396.95,1601.28,1676.66,104.71,51.91,704.86,513.96,643.28,2252.82,3274.77,14183.509
2019-09-04,1579.54,1629.67,1659.16,100.93,49.16,856.87,506.15,614.39,2485.9,3175.91,14441.042
2019-09-05,1728.17,1840.18,1739.09,98.26,48.37,826.71,456.16,599.95,2417.39,3230.76,13568.268
2019-09-06,1506.05,1894.03,2016.98,115.47,60.19,843.74,473.3,536.11,2455,3319.28,12836.944
2019-09-07,1583.02,1992.49,2011.82,130.01,157.54,920.25,550.14,706.02,2922.41,3311.72,12630.073
2019-09-08,1385.59,1942.31,2194,112.59,83.95,923.48,653.76,729.85,2753.46,3439.9,14214.168
2019-09-09,1546.87,1765.91,1919.37,109.2,107.07,960.63,839.29,841.11,2834.82,3796.4,16084.893
2019-09-10,2277.8,1967.36,1924.83,99.34,69.19,964.08,868.31,981.45,2654.85,3865.52,15194.42
2019-09-11,2333.05,2440.54,2335.94,96.19,58.5,966.47,821.95,949.27,2573.6,3937.44,14415.591
2019-09-12,1781.27,2454.98,2522.41,93.77,54.49,943.08,770.58,885.73,2518.05,3910.26,13371.989
2019-09-13,1923.91,1996.74,2229.15,90.78,52.45,914.39,736.03,837.88,2457.11,3799.83,13182.076
2019-09-14,1553.15,2108.96,2143.56,87.59,49.23,877.21,687.37,788.11,2386.4,3673.8,13701.614
2019-09-15,1557.88,1822.06,1939.55,85.93,47.25,837.49,553.87,739.41,2308.28,3544.93,14512.962
2019-09-16,2432.04,1777.75,1900.29,91.66,50.42,853.84,806.61,634.36,2430.37,3418.05,14375.944
2019-09-17,3178.96,2652.07,2061.17,84.69,52.95,910.77,891.68,957.23,2623.94,3295.34,13562.22
2019-09-18,2870.38,3203.94,2985.23,80.9,44.73,898.86,794.58,959.81,2447.69,3399.26,13892.05
2019-09-19,2713.44,2986.28,3025.63,79.04,42.8,849.55,729.75,830.9,2334.72,3653.11,13251.65
2019-09-20,2478.77,2790.68,2897.23,77.07,41.92,543.4,683.12,771.8,2162.32,3577.26,12705.915
2019-09-21,3335.68,2683.66,2675.82,78.71,41.6,349.09,654.84,727.37,1824.7,3385.23,12206.353
2019-09-22,3791.33,3357.97,2871.44,75.74,42.17,342.24,650.75,718.66,1888.6,3107.78,12205.14
2019-09-23,3184.53,3677.37,3352.88,75.41,41.72,363.06,620.98,696.85,1827.73,2858.66,13571.986
2019-09-24,2651.51,3368.39,3503.58,72.94,46.68,331.44,611.65,691.33,1806.35,2792.14,15546.391
2019-09-25,1826.95,2753.27,3116.41,70.67,39.57,239.28,561.51,650.71,1681.46,2737.86,16883.005
2019-09-26,1600.73,2069.68,2445.82,69.27,37.53,159.81,527.91,604.73,1494.1,2678.27,16282.458
2019-09-27,1548.06,1885.08,1989.24,67.67,36.8,156.09,511.75,572.14,1418.83,2544.16,14891.921
2019-09-28,1592.64,1786.93,1922.62,64.89,35.21,157.02,456.22,552.31,1362.3,2342.87,14384.245
2019-09-29,1518.5,1771.92,1882.24,62.53,33.79,157.62,440.4,471.57,1313.46,2193.88,14774.754
2019-09-30,1586.86,1721,1802.55,60.51,33.09,157.91,438.69,481.49,1272.59,2094.16,15855.547
2019-10-01,1322.54,1686.2,1797.67,58.96,32.11,158.62,393.95,457.26,1219.82,1978.67,15144.985
2019-10-02,1270.67,1480.38,1651.49,57.93,31.25,159.62,365.52,411.79,1180.08,1900.01,15242.747
2019-10-03,1394.14,1456.6,1531.99,56.53,30.53,161.37,338.65,378.51,1141.58,1830.38,15162.66
2019-10-04,1544.26,1586.31,1579.2,55.38,29.92,161.98,327.24,345.73,1104.56,1739.06,15093.974
