Year,eventYears,numAchieved,numEvents,numEventsAll,eventLength,eventLengthAchieved,totalEventDays,totalEventDaysAchieved,maxEventDays,maxRollingEvents,maxRollingAchievement,missingDays,totalPossibleDays,ewrCode,scenario,gauge,pu,State,SWSDLName,Multigauge,rollingMaxInterEvent,rollingMaxInterEventAchieved
2011,0,0,0,3,2.3333333333333335,0.0,7,0,3,3,0,0,366,LF2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,522,1
2012,1,2,2,2,11.5,11.5,23,23,15,15,1,0,365,LF2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,734,1
2013,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,LF2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,477,1
2014,0,0,0,2,3.5,0.0,7,0,4,4,0,0,365,LF2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,842,1
2015,0,0,0,1,3.0,0.0,3,0,3,3,0,0,366,LF2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1208,0
2016,1,3,3,3,7.333333333333333,7.333333333333333,22,22,8,8,1,0,365,LF2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1303,0
2017,0,0,0,2,1.5,0.0,3,0,2,2,0,0,365,LF2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,449,1
2018,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,LF2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,814,1
2019,1,1,1,1,8.0,8.0,8,8,8,8,1,0,366,LF2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1041,1
2020,1,2,2,4,5.0,9.0,20,18,13,13,1,0,365,LF2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,396,1
2021,1,4,4,7,12.142857142857142,19.5,85,78,43,43,1,0,365,LF2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,211,1
2022,1,3,3,4,8.25,10.666666666666666,33,32,21,21,1,0,365,LF2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,232,1
1889,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,365,0
1890,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,730,0
1891,0,0,0,0,0.0,0.0,0,0,0,0,0,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1096,0
1892,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1461,0
1893,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1826,0
1894,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,2191,0
1895,1,3,3,5,8.2,10.333333333333334,41,31,12,12,1,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,2237,0
1896,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,593,0
1897,1,1,1,2,7.0,10.0,14,10,10,10,1,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,607,0
1898,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,706,0
1899,0,0,0,3,2.6666666666666665,0.0,8,0,4,4,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1071,0
1900,1,1,1,7,6.285714285714286,26.0,44,26,26,26,1,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1385,0
1901,1,3,3,4,13.5,17.0,54,51,25,25,1,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,235,0
1902,1,1,1,3,27.333333333333332,79.0,82,79,79,79,1,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,219,0
1903,0,0,0,0,0.0,0.0,0,0,0,0,0,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,585,0
1904,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,950,0
1905,1,2,2,4,6.75,12.0,27,24,13,13,1,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,996,0
1906,1,1,1,3,8.333333333333334,23.0,25,23,23,23,1,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,333,0
1907,1,1,1,2,13.5,25.0,27,25,25,25,1,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,643,0
1908,1,1,1,8,5.25,26.0,42,26,26,26,1,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,355,0
1909,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,720,0
1910,1,1,1,3,14.666666666666666,39.0,44,39,39,39,1,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1039,0
1911,1,3,3,7,13.714285714285714,28.333333333333332,96,85,62,62,1,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,182,0
1912,1,1,1,4,6.0,13.0,24,13,13,13,1,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,324,0
1913,0,0,0,3,4.0,0.0,12,0,6,6,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,413,0
1914,1,4,4,6,12.5,16.25,75,65,37,37,1,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,663,0
1915,1,3,3,5,36.2,57.333333333333336,181,172,111,111,1,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,197,0
1916,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,562,0
1917,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,927,0
1918,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1292,0
1919,1,9,9,13,20.076923076923077,27.22222222222222,261,245,84,84,1,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1300,0
1920,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,383,0
1921,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,748,0
1922,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1113,0
1923,1,2,2,6,7.833333333333333,18.0,47,36,26,26,1,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1184,0
1924,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,383,0
1925,1,1,1,2,6.0,9.0,12,9,9,9,1,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,702,0
1926,1,2,2,8,5.0,9.0,40,18,10,10,1,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,196,0
1927,0,0,0,2,2.5,0.0,5,0,4,4,0,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,562,0
1928,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,927,0
1929,0,0,0,1,3.0,0.0,3,0,3,3,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1292,0
1930,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1657,0
1931,0,0,0,0,0.0,0.0,0,0,0,0,0,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,2023,0
1932,0,0,0,2,3.5,0.0,7,0,5,5,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,2388,0
1933,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,2753,0
1934,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,3118,0
1935,1,4,4,5,15.0,17.5,75,70,27,27,1,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,3160,0
1936,1,1,1,2,10.5,20.0,21,20,20,20,1,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,362,0
1937,0,0,0,1,4.0,0.0,4,0,4,4,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,727,0
1938,1,1,1,6,3.3333333333333335,8.0,20,8,8,8,1,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1069,0
1939,1,1,1,3,5.333333333333333,13.0,16,13,13,48,1,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,318,0
1940,1,1,1,3,47.333333333333336,132.0,142,132,132,132,1,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,281,0
1941,1,1,1,4,3.75,11.0,15,11,11,11,1,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,452,0
1942,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,548,0
1943,0,0,0,2,3.5,0.0,7,0,4,4,0,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,914,0
1944,0,0,0,1,2.0,0.0,2,0,2,2,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1279,0
1945,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1644,0
1946,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,2009,0
1947,0,0,0,0,0.0,0.0,0,0,0,0,0,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,2375,0
1948,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,2740,0
1949,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,3105,0
1950,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,3470,0
1951,0,0,0,0,0.0,0.0,0,0,0,0,0,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,3836,0
1952,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,4201,0
1953,0,0,0,1,4.0,0.0,4,0,4,4,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,4566,0
1954,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,4931,0
1955,0,0,0,0,0.0,0.0,0,0,0,0,0,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,5297,0
1956,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,5662,0
1957,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,6027,0
1958,1,1,1,1,9.0,9.0,9,9,9,9,1,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,6086,0
1959,0,0,0,0,0.0,0.0,0,0,0,0,0,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,663,0
1960,1,2,2,2,12.0,12.0,24,24,14,14,1,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,982,0
1961,1,1,1,3,12.333333333333334,30.0,37,30,30,30,1,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,342,0
1962,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,707,0
1963,0,0,0,0,0.0,0.0,0,0,0,0,0,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1073,0
1964,0,0,0,1,2.0,0.0,2,0,2,2,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1438,0
1965,1,1,1,1,49.0,49.0,49,49,49,49,1,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1543,0
1966,0,0,0,1,3.0,0.0,3,0,3,3,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,576,0
1967,0,0,0,0,0.0,0.0,0,0,0,0,0,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,942,0
1968,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1307,0
1969,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1672,0
1970,1,1,1,3,6.666666666666667,17.0,20,17,17,17,1,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1721,0
1971,0,0,0,0,0.0,0.0,0,0,0,0,0,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,665,0
1972,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1030,0
1973,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1395,0
1974,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1760,0
1975,0,0,0,0,0.0,0.0,0,0,0,0,0,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,2126,0
1976,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,2491,0
1977,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,2856,0
1978,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,3221,0
1979,1,1,1,2,9.5,18.0,19,18,18,18,1,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,3517,0
1980,1,6,6,12,7.083333333333333,11.333333333333334,85,68,19,19,1,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,136,0
1981,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,472,0
1982,0,0,0,3,1.0,0.0,3,0,1,1,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,837,0
1983,0,0,0,0,0.0,0.0,0,0,0,0,0,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1203,0
1984,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1568,0
1985,1,1,1,6,3.5,8.0,21,8,8,8,1,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1914,0
1986,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,376,0
1987,0,0,0,0,0.0,0.0,0,0,0,0,0,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,742,0
1988,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1107,0
1989,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1472,0
1990,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1837,0
1991,0,0,0,0,0.0,0.0,0,0,0,0,0,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,2203,0
1992,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,2568,0
1993,1,1,1,3,5.0,9.0,15,9,9,9,1,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,2623,0
1994,1,2,2,5,8.2,15.5,41,31,20,20,1,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,419,0
1995,0,0,0,4,1.75,0.0,7,0,3,3,0,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,561,0
1996,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,926,0
1997,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1291,0
1998,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1656,0
1999,0,0,0,0,0.0,0.0,0,0,0,0,0,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,2022,0
2000,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,2387,0
2001,0,0,0,1,1.0,0.0,1,0,1,1,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,2752,0
2002,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,3117,0
2003,0,0,0,4,2.5,0.0,10,0,6,6,0,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,3483,0
2004,1,1,1,10,3.5,12.0,35,12,12,12,1,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,3578,0
2005,0,0,0,4,1.75,0.0,7,0,2,2,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,623,0
2006,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,988,0
2007,0,0,0,3,1.6666666666666667,0.0,5,0,2,2,0,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1354,0
2008,0,0,0,9,1.4444444444444444,0.0,13,0,2,2,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1719,0
2009,0,0,0,1,1.0,0.0,1,0,1,1,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,2084,0
2010,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,2449,0
2011,0,0,0,0,0.0,0.0,0,0,0,0,0,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,2815,0
2012,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,3180,0
2013,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,3545,0
2014,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,3910,0
2015,1,1,1,2,7.5,9.0,15,9,9,9,1,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,4233,0
2016,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,399,0
2017,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,764,0
2018,1,4,4,11,12.909090909090908,29.75,142,119,69,90,1,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,777,0
2019,1,2,2,3,54.666666666666664,81.0,164,162,152,152,1,0,366,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,251,0
2020,1,2,2,6,10.0,24.0,60,48,39,39,1,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,357,0
2021,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,574,0
2022,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,CF_b,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,939,0
1889,1,2,2,2,7.5,7.5,15,15,9,9,1,0,365,BK2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,250,1
1890,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,BK2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,454,1
1891,0,0,0,0,0.0,0.0,0,0,0,0,0,0,366,BK2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,820,1
1892,1,4,4,4,3.25,3.25,13,13,4,4,1,0,365,BK2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,939,1
1893,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,BK2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,494,1
1894,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,BK2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,859,1
1895,1,2,2,2,2.0,2.0,4,4,2,2,1,0,366,BK2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1076,1
1896,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,BK2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,498,1
1897,0,0,0,2,1.0,0.0,2,0,1,1,0,0,365,BK2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,863,1
1898,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,BK2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1228,1
1899,0,0,0,1,1.0,0.0,1,0,1,1,0,0,365,BK2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1593,1
1900,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,BK2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,1958,1
1901,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,BK2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,2323,0
1902,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,BK2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,2688,0
1903,0,0,0,0,0.0,0.0,0,0,0,0,0,0,366,BK2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,3054,0
1904,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,BK2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,3419,0
1905,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,BK2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,3784,0
1906,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,BK2,CW_416011_flow_level,416011,Reedy Creek Water Source,NSW,NSW Border Rivers,,4149,0
