site name,gauge number,owner,lat,lon
HALLS CK @ UKOLAN,419029,NSW - NSW Department of Industry – Lands and Water,-30.7039,150.827
HALLS CK U/S GIANTS,210146,NSW - NSW Department of Industry – Lands and Water,-32.3308502,150.532405
HAMPDEN BRIDGE,215220,NSW - NSW Department of Industry – Lands and Water,-34.72798991,150.5224407
HAPPY @ ROSEWHITE,403214,"VIC - Department of Environment, Land, Water and Planning",-36.57746515,146.8200664
HASTING ELLENBOROUGH,207004,NSW - NSW Department of Industry – Lands and Water,-31.422471,152.471453
HASTINGS @ MT SEAVIE,207015,NSW - NSW Department of Industry – Lands and Water,-31.3683469,152.2425333
HAT HEAD BRIDGE,20601027,NSW - NSW Department of Industry – Lands and Water,-31.049812,153.04179
HAT HEAD CK D/S,20601026,NSW - NSW Department of Industry – Lands and Water,-31.029975,153.026092
HAT HEAD CK U/S,20601025,NSW - NSW Department of Industry – Lands and Water,-31.029774,153.026241
HAUNTED @ HELLS,223215,"VIC - Department of Environment, Land, Water and Planning",-37.48138705,147.8258389
HAWK'BURY NTHRCHMOND,212200,NSW - NSW Department of Industry – Lands and Water,-33.58930125,150.7140311
HAWKESBURY@LEETSVALE,212461,NSW - NSW Department of Industry – Lands and Water,-33.42905712,150.9476481
HAWKESBURYR WEBBS CK,212408,NSW - NSW Department of Industry – Lands and Water,-33.38769974,150.9826405
HAY STORAGE,41010928,NSW - NSW Department of Industry – Lands and Water,-34.5252,144.7116
HAYWARD ST,KVA543,QLD - Brisbane City Council,-27.4152,153.0118
HEART MAIN O/F SALE,225744A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.10492906,147.1041149
HEATHERTON D_STHN RB,228262A,VIC - Melbourne Water Corporation (Melbourne Water),-37.9791,145.086
HELLYER RIVER - GUILDFORD JUNCTION,61.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-41.41886111,145.6708056
HENRY @ NEWTON BOYD,204034,NSW - NSW Department of Industry – Lands and Water,-29.761282,152.214472
HENTY @ HENTY,238238,"VIC - Department of Environment, Land, Water and Planning",-37.66166667,141.52
HENTY CANAL - AT  CHAINAGE 407,283.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-41.88333333,145.5497222
HENTY LAKE - AT DAM,286.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-41.88027778,145.5494444
HEPBURN LAGOON O/F C,407319,"VIC - Department of Environment, Land, Water and Planning",-37.36562563,143.990586
HEXHAM BRIDGE,210448,NSW - NSW Department of Industry – Lands and Water,-32.8333,151.6833
HEYFIELD EXT. DR.,225733A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.00239403,146.8997663
HILLAS @ MOUNT ADRAH,410043,NSW - NSW Department of Industry – Lands and Water,-35.17751,147.872897
HIPWELL RD CHANNEL,407779,"VIC - Department of Environment, Land, Water and Planning",-35.85490556,144.3339139
HJAK,410534,NSW - Snowy Hydro Limited,-36.00166667,148.4613889
HOBART RIVULET @ ARGYLE STREET,354.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-42.88068,147.32947
HOBART RIVULET @ GORE STREET,353.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-42.890801,147.31703
HODDLES-LAUNCHING PL,229224A,VIC - Melbourne Water Corporation (Melbourne Water),-37.7766,145.577
HOLLAND @ KELFEERA,404207,"VIC - Department of Environment, Land, Water and Planning",-36.61115514,146.0592047
HOLLANDS @ NELSE,401404,"VIC - Department of Environment, Land, Water and Planning",-36.85666667,147.3733333
HOME @ YARCK,405274,"VIC - Department of Environment, Land, Water and Planning",-37.10595561,145.6051462
HOPE C D/S S'FACE BR,226248,"VIC - Department of Environment, Land, Water and Planning",-37.85504715,146.2527862
HOPE VALLEY RESERVOIR @ Hope Valley,A5040547.1,SA - South Australian Water Corporation (SA Water),-34.85638869,138.6843562
HOPKINS @ HOPKINS F.,236209,"VIC - Department of Environment, Land, Water and Planning",-38.33543732,142.6251911
HOPKINS @ HOPKINS F.,236209A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.33543732,142.6251911
HOPKINS @ WICKLIFFE,236202,"VIC - Department of Environment, Land, Water and Planning",-37.69542079,142.7245119
HOPKINS @FRAMLINGHAM,236210,"VIC - Department of Environment, Land, Water and Planning",-38.24379422,142.7030202
HOPKINS R @ ARARAT,236219,"VIC - Department of Environment, Land, Water and Planning",-37.315772,142.941403
HORTON @ HORTON DSTE,418027,NSW - NSW Department of Industry – Lands and Water,-30.20690833,150.4279528
HORTON @ RIDER,418015,NSW - NSW Department of Industry – Lands and Water,-29.83385833,150.3543972
HOULAGHANS @DOWNSIDE,410103,NSW - NSW Department of Industry – Lands and Water,-35.0025,147.3549
HOUSE CK @ BROCKLEY,402224,"VIC - Department of Environment, Land, Water and Planning",-36.12829875,146.874419
HOVELLS CK @ NO.2,412175,NSW - NSW Department of Industry – Lands and Water,-34.0039,148.8724
HOWQUA @ BENBULLEN,405235,"VIC - Department of Environment, Land, Water and Planning",-37.225,146.2
HOWQUA @ GLEN ESK,405215,"VIC - Department of Environment, Land, Water and Planning",-37.22967369,146.2072265
HRSTS BULGA 1 DAM,D21019010,NSW - NSW Department of Industry – Lands and Water,-32.68099,151.135587
HRSTS BULGA 2 NTH DM,D21019013,NSW - NSW Department of Industry – Lands and Water,-32.651275,151.1293639
HRSTS Bayswater PwrS,D21019996,NSW - NSW Department of Industry – Lands and Water,-32.386741,150.998877
HRSTS Bengalla,D21019999,NSW - NSW Department of Industry – Lands and Water,-32.278125,150.814944
HRSTS Dartbrook,D21019111,NSW - NSW Department of Industry – Lands and Water,-32.19569,150.861571
HRSTS HVO,D21019990,NSW - NSW Department of Industry – Lands and Water,-32.486152,151.009483
HRSTS Howick,D21019081,NSW - NSW Department of Industry – Lands and Water,-32.455813,150.93318
HRSTS Lemington,D21019009,NSW - NSW Department of Industry – Lands and Water,-32.520593,151.051178
HRSTS Liddell,D21019006,NSW - NSW Department of Industry – Lands and Water,-32.391249,151.005467
HRSTS Mt Arthur,D21019992,NSW - NSW Department of Industry – Lands and Water,-32.294608,150.856655
HRSTS Mt Thorley,D21019998,NSW - NSW Department of Industry – Lands and Water,-32.654529,151.1012
HRSTS Ravensworth,D21019993,NSW - NSW Department of Industry – Lands and Water,-32.47454208,151.0521924
HRSTS Wambo,D21019991,NSW - NSW Department of Industry – Lands and Water,-32.583448,151.009357
HRSTS Warkworth,D21019001,NSW - NSW Department of Industry – Lands and Water,-32.599418,151.091092
HRSTSGEN2 TEST,D21010000,NSW - NSW Department of Industry – Lands and Water,-32.748016,151.122507
HUGHES @ TARCOMBE RD,405228,"VIC - Department of Environment, Land, Water and Planning",-36.951083,145.283639
HUME DAM STORAGE,401027,NSW - NSW Department of Industry – Lands and Water,-36.0885,147.0539
HUNTER @ MUSWELL BRG,210002,NSW - NSW Department of Industry – Lands and Water,-32.2578541,150.8879683
HUNTER @ RIVERSIDE 2,21010057,NSW - NSW Department of Industry – Lands and Water,-32.1352,150.9492
HUNTER @ SINGLETON,210001,NSW - NSW Department of Industry – Lands and Water,-32.5601496,151.1708609
HUNTER D/S GLENBAWN,210015,NSW - NSW Department of Industry – Lands and Water,-32.1117,150.991
HUNTER D/S SADDLERS,210151,NSW - NSW Department of Industry – Lands and Water,-32.463842,150.772847
HUNTER MOONAN DAM ST,210018,NSW - NSW Department of Industry – Lands and Water,-31.9157,151.2153
HUNTER R @ ABERDEEN,210056,NSW - NSW Department of Industry – Lands and Water,-32.1588,150.8811
HUNTER R @ BELLTREES,210039,NSW - NSW Department of Industry – Lands and Water,-32.0018,151.1104
HUNTER R @ GRETA,210064,NSW - NSW Department of Industry – Lands and Water,-32.6606168,151.4028427
HUNTER R @ LIDDELL,210083,NSW - NSW Department of Industry – Lands and Water,-32.4892,150.9236
HUNTER R@LONG POINT,210134,NSW - NSW Department of Industry – Lands and Water,-32.563805,151.1377442
HUNTER RIVER DENMAN,210055,NSW - NSW Department of Industry – Lands and Water,-32.3806078,150.7116696
HUNTER RV U/S GLENNI,210127,NSW - NSW Department of Industry – Lands and Water,-32.4993696,151.0621731
HUNTER RV@MASON DIEU,210128,NSW - NSW Department of Industry – Lands and Water,-32.5310159,151.0489823
HUNTER U/S SINGLETON,210129,NSW - NSW Department of Industry – Lands and Water,-32.5680731,151.1587932
HUON RIVER ABOVE FRYING PAN CK,119.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-43.03454076,146.8419108
HUON RIVER D/S JUDBURY BRIDGE,635.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-43.00016666,146.92786
HUON RIVER U/S SANDFLY CK,6201.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-42.907127,146.33487
HURDLE @ BOBINAWARRA,403224,"VIC - Department of Environment, Land, Water and Planning",-36.51324148,146.4491446
Hahndorf Ck ds STW,A5030537,"SA - Department of Environment, Water and Natural Resources",-35.0198,138.7928
Hairpin Bend Rd,616010,WA - Department of Water and Environmental Regulation,-32.02562921,116.23838
Hamilton Rd,111010A,"QLD - Department of Natural Resources, Mines and Energy",-16.94513056,145.8311
Hamilton Road Bridge,111010B,"QLD - Department of Natural Resources, Mines and Energy",-16.94288889,145.8219444
Hamilton/Terrapinna,A0040502,"SA - Department of Environment, Water and Natural Resources",-29.9214,139.666
Hann_R Kalinga HS,105001A,"QLD - Department of Natural Resources, Mines and Energy",-15.20111111,143.8574722
Hann_R Sandy Ck,105001B,"QLD - Department of Natural Resources, Mines and Energy",-15.223842,143.847502
Hannah_Gly Yangan DS,422342A,"QLD - Department of Natural Resources, Mines and Energy",-28.17384758,152.2482138
Hansens Catchment,614019,WA - Department of Water and Environmental Regulation,-32.59121782,116.0487293
Happy Valley,610005,WA - Department of Water and Environmental Regulation,-33.68204149,115.623843
Happy Valley Reservoir (SA Water),SAWHAPVRS.1,SA - South Australian Water Corporation (SA Water),-35.07251623,138.5715183
Happy Vy Res Int Chn,A5030519,"SA - Department of Environment, Water and Natural Resources",-35.0887,138.5804
Hardcastle Park,BNA857,QLD - Brisbane City Council,-27.46023072,153.0535859
"Harding Daily Dam Water Level, West Pilbara, North",PI_13770.1,WA - Water Corporation,-21.0118435,117.1161005
Harding Dam,ODSS_22257_SLEVELM.1,WA - Water Corporation,-21.0118435,117.1161005
Harding Dam,ODSS_22257_STAMN.1,WA - Water Corporation,-21.0118435,117.1161005
Harding Dam Water Levels - Site Readings,ODSS_46616_WSLAHD.1,WA - Water Corporation,-21.0118435,117.1161005
Harding WSL - GIS logger at Damsite,ODSS_57389_WSLAHD.1,WA - Water Corporation,-21.0118435,117.1161005
Harriet C,G8180252,NT - Department of Environment and Natural Resources,-13.67594492,131.9871235
Harriet ds Wheel Ck,A5131003,"SA - Department of Environment, Water and Natural Resources",-35.96926415,137.160429
Harris Dam,ODSS_18106_STAMN.1,WA - Water Corporation,-33.215313,116.139168
"Harris Dam Daily Dam Water Level, Bunbury, South W",PI_342971.1,WA - Water Corporation,-33.215313,116.139168
Harris Wsl,ODSS_18331_WSLAHD.1,WA - Water Corporation,-33.215313,116.139168
Harris Wsl - Logger,ODSS_56221_WSLAHD.1,WA - Water Corporation,-33.215313,116.139168
Harrogate Pool,A4261223,"SA - Department of Environment, Water and Natural Resources",-34.95007469,139.0133982
Harrogate Weir,A4261222,"SA - Department of Environment, Water and Natural Resources",-34.94981383,139.0101305
Harts Rng,G0070005,NT - Department of Environment and Natural Resources,-22.82444673,135.0663382
"Harvey Dam Daily Dam Water Level, Bunbury, South W",PI_342988.1,WA - Water Corporation,-33.078503,115.95149
Harvey Dam Water Level,ODSS_45321_SLEVELM.1,WA - Water Corporation,-33.078503,115.95149
Harvey Dam Water Level,ODSS_45321_STAMN.1,WA - Water Corporation,-33.078503,115.95149
Harvey Dam Water Level-Logger,ODSS_47866_WSLAHD.1,WA - Water Corporation,-33.078503,115.95149
Harvey Dam Water Level-Manual,ODSS_55912_WSLAHD.1,WA - Water Corporation,-33.078503,115.95149
Hastings,422205A,"QLD - Department of Natural Resources, Mines and Energy",-28.43122778,148.2741694
Hatters Hill,615017,WA - Department of Water and Environmental Regulation,-32.95501517,119.918608
Haughton_R Powerline,119003A,"QLD - Department of Natural Resources, Mines and Energy",-19.63313611,147.1102778
Haughton_R Stockham,119002A,"QLD - Department of Natural Resources, Mines and Energy",-19.60416667,147.0983333
Hawker W Supply Dam,A5100503,"SA - Department of Environment, Water and Natural Resources",-31.9122,138.4329
Hawkesbury R Windsor,212903,NSW - NSW Department of Industry – Lands and Water,-33.60512123,150.8185116
Heavitree Gap,G0060126,NT - Department of Environment and Natural Resources,-23.72843499,133.8648408
Hedges,614061,WA - Department of Water and Environmental Regulation,-32.74640278,116.3311389
Henry CK Downstream,A2391084,SA - South Eastern Water Conservation and Drainage Board,-36.4655,139.8925
Henry Creek Upstream,A2391083,SA - South Eastern Water Conservation and Drainage Board,-36.4655,139.8925
Henry's Gully at RWY,130368A,"QLD - Department of Natural Resources, Mines and Energy",-23.64983333,150.3766389
Hensley Drive,915203C,"QLD - Department of Natural Resources, Mines and Energy",-20.68116667,140.4983611
Herbert_R  Ingham,116001A,"QLD - Department of Natural Resources, Mines and Energy",-18.63722222,146.1411111
Herbert_R Abergowrie,116006B,"QLD - Department of Natural Resources, Mines and Energy",-18.488994,145.936037
Herbert_R Cashmere,116004A,"QLD - Department of Natural Resources, Mines and Energy",-18.13680556,145.3394722
Herbert_R Glen Eagle,116004C,"QLD - Department of Natural Resources, Mines and Energy",-18.1926,145.3321
Herbert_R Glen Eagle,116004B,"QLD - Department of Natural Resources, Mines and Energy",-18.15766667,145.3391667
Herbert_R Ingham,116001D,"QLD - Department of Natural Resources, Mines and Energy",-18.63722222,146.1411111
Herbert_R Ingham,116001F,"QLD - Department of Natural Resources, Mines and Energy",-18.63275,146.14267
Herbert_R Ingham,116001E,"QLD - Department of Natural Resources, Mines and Energy",-18.63611111,146.1419444
Herbert_R Morbellis,116001C,"QLD - Department of Natural Resources, Mines and Energy",-18.63972222,146.1438889
Herbert_R Neilsons,116001B,"QLD - Department of Natural Resources, Mines and Energy",-18.63444444,146.1372222
Hermannsberg Misson,G0050139,NT - Department of Environment and Natural Resources,-23.96523011,132.7679413
Herring_Lagoon S Stn,144002A,"QLD - Department of Natural Resources, Mines and Energy",-27.57863889,153.4687222
Hervey Range Rd,118003A,"QLD - Department of Natural Resources, Mines and Energy",-19.31789167,146.7025667
Hester Hill,609016,WA - Department of Water and Environmental Regulation,-33.91819459,116.0976479
Hidden Valley,809309,WA - Department of Water and Environmental Regulation,-15.77550582,128.755687
Higgens Catchment,614020,WA - Department of Water and Environmental Regulation,-32.58278806,116.0902314
High Falls_Ck,108091A,"QLD - Department of Natural Resources, Mines and Energy",-16.401667,145.3341625
Hill R/Saddleworth,A5071005,"SA - Department of Environment, Water and Natural Resources",-33.81265631,138.6992965
Hill River Springs,617002,WA - Department of Water and Environmental Regulation,-30.27714307,115.3665855
Hillier Rd,607027,WA - Department of Water and Environmental Regulation,-34.01130702,116.891342
Hillview Farm,613146,WA - Department of Water and Environmental Regulation,-32.99773281,115.9219591
Hindmarsh Offtake Wr,A5010500,"SA - Department of Environment, Water and Natural Resources",-35.4621,138.5821
Hinkleys Farm,602600,WA - Department of Water and Environmental Regulation,-33.89838556,118.118755
Hinze,146033A,QLD - Queensland Bulk Water Supply Authority (Seqwater),-28.065228,153.2887845
Hinze Dam DS Intake,146017A,"QLD - Department of Natural Resources, Mines and Energy",-28.05638889,153.285
Hodgkinson_R,919007A,"QLD - Department of Natural Resources, Mines and Energy",-16.71063889,144.8140278
Hollands C,G8170064,NT - Department of Environment and Natural Resources,-12.55054567,131.2099639
Hollands Farm,615602,WA - Department of Water and Environmental Regulation,-32.98348305,119.1653628
Holroyd_R Delta,921003A,"QLD - Department of Natural Resources, Mines and Energy",-14.40219444,141.8508333
Holroyd_R Ebagoola,921001A,"QLD - Department of Natural Resources, Mines and Energy",-14.24652778,143.1661389
Homestead,809315,WA - Department of Water and Environmental Regulation,-17.17678524,129.0923767
Homestead,615604,WA - Department of Water and Environmental Regulation,-31.16077816,118.1531414
Hope Valley,614013,WA - Department of Water and Environmental Regulation,-32.209,115.8371
Hope Valley Reservoir (SA Water),SAWHOPVRS.1,SA - South Australian Water Corporation (SA Water),-34.85185505,138.685684
Hopelands Road,614028,WA - Department of Water and Environmental Regulation,-32.42585692,115.9117996
Hot Fence,609078,WA - Department of Water and Environmental Regulation,-34.04581788,115.1844347
Howard B/B Gauge,G8155558,NT - Department of Environment and Natural Resources,-12.48977483,131.0900801
Howard Park,610051,WA - Department of Water and Environmental Regulation,-33.82858585,115.066083
Howard R US Iron Bg,G8150178,NT - Department of Environment and Natural Resources,-12.48324169,131.0860601
Hugh R DS Owen Sp,G0050009,NT - Department of Environment and Natural Resources,-23.91109955,133.4359998
Hugh R S Xng,G0050115,NT - Department of Environment and Natural Resources,-24.35229635,133.4346592
Humboldt Ck_Sunlight,130505A,"QLD - Department of Natural Resources, Mines and Energy",-24.28222086,148.7849969
Hunters Ck HI,A4261132,"SA - Department of Environment, Water and Natural Resources",-35.52861877,138.9032596
Hut Pool,609019,WA - Department of Water and Environmental Regulation,-34.09091544,115.2926401
Hutt R/Clare Cvan Pk,A5070901,"SA - Department of Environment, Water and Natural Resources",-33.8625,138.6204
Hutton_Ck Fairview,130342A,"QLD - Department of Natural Resources, Mines and Energy",-25.71027603,148.9708344
Huttons,610061,WA - Department of Water and Environmental Regulation,-33.5959777,115.6108185
Hybanthus Rd (SWS2),616091,WA - Department of Water and Environmental Regulation,-32.03830565,115.9173206
I Bank Ck us Hyperna,A4260600,"SA - Department of Environment, Water and Natural Resources",-33.97296567,140.9671132
IMLAY CK IMLAY ROAD,221010,NSW - NSW Department of Industry – Lands and Water,-37.231,149.6987
INDI RIVER TIN MINE,401400,"VIC - Department of Environment, Land, Water and Planning",-36.65833333,148.2033333
INDIGO @ CREAMERY BR,403248,"VIC - Department of Environment, Land, Water and Planning",-36.02925553,146.6494582
INFLOW @ EASTERNSPIL,41200211,NSW - NSW Department of Industry – Lands and Water,-33.46286107,145.9915817
INFLOW TO LANCEFIELD,230707,"VIC - Department of Environment, Land, Water and Planning",-37.28227712,144.695542
INGEEGOODBEE DS HUTS,222401,"VIC - Department of Environment, Land, Water and Planning",-36.73333333,148.2666667
INGLIS RIVER A/B FLOWERDALE,14210.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-41.003159,145.6267
INLET TOMBULLEN,41010969,NSW - NSW Department of Industry – Lands and Water,-34.6493,146.1692
INNEASTERN@LAKE BREW,41200216,NSW - NSW Department of Industry – Lands and Water,-33.46409217,145.9607861
IP109,D20,NSW - Hunter Water,-32.78613889,151.8172333
IRIS RIVER - AT MIDDLESEX PLAINS,815.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-41.53511111,145.9978056
IRON CREEK U/S ARTHUR HWY,2203.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-42.7788,147.58566
IRONBARK @ WOODSREEF,419047,NSW - NSW Department of Industry – Lands and Water,-30.4082,150.7276
IRONBARK @WOODREEF 2,419112,NSW - NSW Department of Industry – Lands and Water,-30.40465158,150.7219305
IRONPOT CK TOONUMBAR,203023,NSW - NSW Department of Industry – Lands and Water,-28.6231,152.7985
ISIS @ LOWER TIMOR,210070,NSW - NSW Department of Industry – Lands and Water,-31.80918375,151.0593889
ISIS STICK-ME-UP BDG,210118,NSW - NSW Department of Industry – Lands and Water,-31.9673385,151.0340307
ISLAND @ GLENBURN,405236,"VIC - Department of Environment, Land, Water and Planning",-37.475,145.41
ISLAND CK FAIRHOLME,412023,NSW - NSW Department of Industry – Lands and Water,-33.2775,147.3814
IV OB 1/74,70118129,WA - Department of Water and Environmental Regulation,-29.14975565,115.0970647
Ibis Dam,919314A,"QLD - Department of Natural Resources, Mines and Energy",-17.433844,145.216537
Ibis Dam,919313A,"QLD - Department of Natural Resources, Mines and Energy",-17.433844,145.216537
Inflow,603028,WA - Department of Water and Environmental Regulation,-34.98076122,117.6055311
Inflow Tank Reactor,6151432,WA - Department of Water and Environmental Regulation,-30.439,117.8197
Inflow U/S,614103,WA - Department of Water and Environmental Regulation,-32.27970892,115.8612099
Inglewood,416402B,"QLD - Department of Natural Resources, Mines and Energy",-28.41805258,151.0694433
Inman River us STW,A5010503,"SA - Department of Environment, Water and Natural Resources",-35.5442,138.5799
Interceptor Drain,612020,WA - Department of Water and Environmental Regulation,-33.31196655,116.5771515
Ironwood Stn,G8140535,NT - Department of Environment and Natural Resources,-14.42486491,132.286445
Isaac R Burton Gor,130402A,"QLD - Department of Natural Resources, Mines and Energy",-21.62916517,148.1219485
Isaac R_Deverill,130410A,"QLD - Department of Natural Resources, Mines and Energy",-22.17077778,148.3841667
Isaac R_Goonyella,130414A,"QLD - Department of Natural Resources, Mines and Energy",-21.855517,147.97263
Isaac_R  Yatton,130401A,"QLD - Department of Natural Resources, Mines and Energy",-22.65658355,149.1157774
Isabella Pond,410653,"ACT - Environment, Planning and Sustainable Development Directorate",-35.42263889,149.0763056
Isis OS,136026A,QLD - SunWater,-25.02488333,152.2357056
Isis River Bruce Hwy,137201A,"QLD - Department of Natural Resources, Mines and Energy",-25.26655416,152.3684384
Island Bend Pondage,222539,NSW - Snowy Hydro Limited,-36.31494722,148.4826556
Ithaca_C Jason St,143028A,"QLD - Department of Natural Resources, Mines and Energy",-27.448931,152.993334
J'berra at Hindmarsh,410790,"ACT - Environment, Planning and Sustainable Development Directorate",-35.340639,149.1665556
JACK R @ JACK R,227213B,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.52579869,146.538118
JACK R @ JACK R,227213,"VIC - Department of Environment, Land, Water and Planning",-38.52579869,146.538118
JACKEYS CREEK @ JACKEYS MARSH,18221.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-41.673806,146.6565
JACKS CREEK - B/L RIPPLE DIVERSION,849.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-42.07319444,146.913
JACKSON @ GISBORNE,230206,"VIC - Department of Environment, Land, Water and Planning",-37.47537048,144.5724432
JACKSON @ GISBORNE,230206C,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-37.47537048,144.5724432
JACKSON @ ROSSLYNNE,230216A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-37.4748,144.56893
JACKSON @ ROSSLYNNE,230216,"VIC - Department of Environment, Land, Water and Planning",-37.4748,144.56893
JACKSON CK @ SUNBURY,230202,"VIC - Department of Environment, Land, Water and Planning",-37.58321737,144.7420356
JACKSON CK @ SUNBURY,230202C,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-37.58321737,144.7420356
JACKSON CK CLARKF'LD,230220B,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-37.49078,144.73922
JACKSON CK CLARKF'LD,230220,"VIC - Department of Environment, Land, Water and Planning",-37.49078,144.73922
JACKSON CK SALESIAN,230240A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-37.57117842,144.7368969
JACKSON CK SALESIAN,230240,"VIC - Department of Environment, Land, Water and Planning",-37.57117842,144.7368969
JACKSON CK TREAT.PL.,230233,"VIC - Department of Environment, Land, Water and Planning",-37.48798056,144.6160806
JACKSON SUNBURY,230104,"VIC - Department of Environment, Land, Water and Planning",-37.58422581,144.7405784
JACKSONS C-ROSSLYNNE,230103A,VIC - Melbourne Water Corporation (Melbourne Water),-37.4738,144.569
JACKSONS CK U/S RWP,230242,"VIC - Department of Environment, Land, Water and Planning",-37.483237,144.713182
JACKSONS CK-SUNBURY,230104A,VIC - Melbourne Water Corporation (Melbourne Water),-37.5833,144.742
JACOBS @ O'TOOLES,226017,"VIC - Department of Environment, Land, Water and Planning",-38.0518048,146.3885082
JAMIESON @ GERRANG,405218,"VIC - Department of Environment, Land, Water and Planning",-37.29125953,146.1878417
"JASON ST, ITHACA",IVE535,QLD - Brisbane City Council,-27.448921,152.993351
JASPERS@JASPERS,215019,NSW - NSW Department of Industry – Lands and Water,-34.80146701,150.6688747
JEMALONG M C OFFTAKE,412100,NSW - NSW Department of Industry – Lands and Water,-33.39993,147.775358
JIGADEE CK@AVONDALE,211008,NSW - NSW Department of Industry – Lands and Water,-33.072,151.4702
JILLIBY CK U/S WYONG,211010,NSW - NSW Department of Industry – Lands and Water,-33.2453775,151.391474
JIM CROW @ YANDOIT,407221,"VIC - Department of Environment, Land, Water and Planning",-37.2064268,144.100373
JIMMY @ JIMMY,238208,"VIC - Department of Environment, Land, Water and Planning",-37.37282,142.5083
JINDALEE @ JINDALEE,410112,NSW - NSW Department of Industry – Lands and Water,-34.5745,148.0892
JINGELLIC @ JINGELlC,401013,NSW - NSW Department of Industry – Lands and Water,-35.89431944,147.6924056
JOACHIM STREET,NMA549,QLD - Brisbane City Council,-27.521486,153.055421
JOHNSON RD FORESTDAL,OXA111,QLD - Brisbane City Council,-27.6552,153.0004
JOHNSTONS @ NELSE,401403,"VIC - Department of Environment, Land, Water and Planning",-36.85,147.3483333
JORDAN DS JOHNSON CK,225110A,VIC - Melbourne Water Corporation (Melbourne Water),-37.6839,146.318
JORDAN RIVER,225216,"VIC - Department of Environment, Land, Water and Planning",-37.683333,146.316667
JORDAN RIVER @ BRIDGEWATER,4210.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-42.725105,147.24193
JORDAN RIVER AT MAURICETON,4201.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-42.528068,147.12428
JOUN,410094,NSW - Snowy Hydro Limited,-35.56666667,148.3311111
JOYCES @ STRATHLEA,407230,"VIC - Department of Environment, Land, Water and Planning",-37.16392522,143.9624712
JUGIONG CK @ JUGIONG,410025,NSW - NSW Department of Industry – Lands and Water,-34.7877,148.377
JUGIONG@CUMBAMURRA2,41000254,NSW - NSW Department of Industry – Lands and Water,-34.701533,148.5302674
Jack Rocks,614031,WA - Department of Water and Environmental Regulation,-32.37532446,116.1568955
Jack Taylor Weir,422214A,QLD - SunWater,-28.040651,148.571131
Jacup,602002,WA - Department of Water and Environmental Regulation,-33.87987876,119.3223263
Jaffray Outlet,A2391073,SA - South Eastern Water Conservation and Drainage Board,-36.62325185,140.3345675
James Crossing,612230,WA - Department of Water and Environmental Regulation,-33.38111817,116.579508
James Well,612025,WA - Department of Water and Environmental Regulation,-33.45568185,116.4258097
Jane Creek/Brukunga,A4260662,"SA - Department of Environment, Water and Natural Resources",-35.0071,138.9352
Jardine_R Monument,927001B,"QLD - Department of Natural Resources, Mines and Energy",-11.148949,142.352624
Jardine_R Tele Line,927001A,"QLD - Department of Natural Resources, Mines and Energy",-11.15180556,142.3548611
Jayes Rd,609028,WA - Department of Water and Environmental Regulation,-33.93189921,116.4280465
Jayrup,614093,WA - Department of Water and Environmental Regulation,-32.5483,116.2175
Jeannie_R Wakooka Rd,106002A,"QLD - Department of Natural Resources, Mines and Energy",-14.75858333,144.8561667
Jelliabidina Well,709005,WA - Department of Water and Environmental Regulation,-20.70123436,118.2986313
Jericho,416205A,"QLD - Department of Natural Resources, Mines and Energy",-28.645448,149.351451
Jetty 4099,6090056,WA - Department of Water and Environmental Regulation,-33.58389436,116.7917254
Jimba,704194,WA - Department of Water and Environmental Regulation,-25.04558178,115.066944
Jimbegnyinoo Pool,708003,WA - Department of Water and Environmental Regulation,-21.3331,116.1556
Jimbour_Ck  Bunginie,422339A,"QLD - Department of Natural Resources, Mines and Energy",-26.90996644,151.2830375
Jindalee Boat Ramp P,BNA765,QLD - Brisbane City Council,-27.53196277,152.9287097
Jochheim's,124003A,"QLD - Department of Natural Resources, Mines and Energy",-20.5740111,148.4696861
Joe Sippel Weir HW,136215A,QLD - SunWater,-26.268485,152.006693
